depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,-39,11.357,-24.214,-5.377,706.571
2,348,11.243,-24.014,-5.223,692.571
4,736,11.443,-24.071,-5.26,710.286
6,1123,11.3,-24.071,-5.264,696.429
8,1511,11.286,-24.1,-5.29,696.714
10,1899,11.3,-24.086,-5.265,696.429
12,2287,11.243,-24.029,-5.224,692.571
14,2561,11.329,-24.143,-5.302,700
16,2722,11.3,-24.086,-5.265,696.429
20,3043,11.286,-24.114,-5.3,697.429
24,3364,11.286,-24.1,-5.29,696.714
28,3686,11.429,-24.057,-5.286,710.429
32,4007,11.257,-24.071,-5.265,694
36,4329,12.414,-25.457,-5.967,597.571
40,4650,12.129,-24.914,-5.619,660.286
44,4948,11.486,-24.171,-5.314,716.714
48,5246,11.443,-23.871,-5.44,747.286
52,5544,11.9,-24.9,-5.721,645.286
56,5842,11.6,-24.9,-5.761,631.857
60,6141,11.729,-24.814,-5.687,637.571
64,6439,11.2,-24.129,-5.476,697.857
68,6737,10.843,-24.1,-5.474,672.857
