depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
231,1188,21.586,-6.171,8.306,902.571
236,1257,21.814,-5.843,8.676,936.143
246,1396,22.043,-5.329,8.94,1001.286
256,1535,21.686,-5.629,8.633,953
266,1673,21.6,-6,8.37,949.571
276,1812,22.129,-5.257,9.086,934.571
286,1951,22.343,-5.4,9.127,914.143
296,2090,22.429,-5.1,9.305,1001.857
306,2228,22.286,-4.5,9.429,1022.714
316,2367,22.029,-7.343,8.249,855.286
326,2506,21.929,-5.714,8.789,876.429
336,2644,22.186,-6.514,8.643,881.571
346,2783,22.086,-5.586,8.87,928.571
356,2922,22.229,-5.457,9.031,944.286
366,3061,22.029,-5.643,8.821,931.286
376,3199,22.229,-5.814,8.867,962.714
386,3338,21.843,-5.886,8.611,876.857
396,3477,22.286,-5.543,9.157,911.429
406,3615,21.929,-5.714,8.789,876.429
416,3754,22.286,-5.514,9.089,938.143
426,3893,22.086,-5.271,9.037,892.857
436,4032,21.9,-6.1,8.508,879
446,4170,22.129,-5.257,9.086,934.571
456,4309,22.414,-5.829,9.087,913.429
466,4448,22.214,-5.657,8.998,921
476,4586,22.229,-6.214,8.787,940.429
486,4743,21.871,-5.843,8.655,874.286
496,4922,22.471,-5.086,9.41,927.286
506,5101,21.929,-5.714,8.789,876.429
516,5280,21.886,-6.186,8.549,874.571
526,5458,21.957,-5.7,8.794,876.286
536,5637,22.357,-5.857,9.036,922
546,5816,22.2,-5.529,9.043,861.286
556,5995,22.329,-5.871,9.031,922.571
566,6174,21.843,-5.471,8.714,884.714
576,6352,22.229,-5.457,9.11,875
586,6531,21.843,-5.886,8.611,876.857
596,6710,22.157,-6.529,8.638,882.143
606,6889,21.529,-5.886,8.365,883.286
616,7068,21.671,-8.629,7.435,799.857
626,7246,21.443,-5.7,8.382,959
636,7425,21.486,-9.414,6.969,815.714
646,7604,20.729,-6.729,7.455,894.857
656,7783,21.629,-8.7,7.357,833.429
666,7962,21.457,-7.071,7.82,875.714
676,8140,21.043,-9.329,6.694,800.714
686,8319,21.514,-8.171,7.507,827.571
696,8498,21.314,-9.371,6.896,833.143
706,8677,21.143,-7.9,7.286,833.286
716,8856,21.243,-8.471,7.165,854.714
726,9034,20.014,-9.1,6.101,838.857
731,9124,21.343,-8.914,7.08,835.571
736,9213,21.614,-9.357,7.121,823
741,9303,21.171,-8.614,7.064,804.286
746,9392,20.571,-10.186,6.067,834
756,10000,20.2,-8.343,6.538,885
766,10631,20,-8.771,6.242,851.286
776,11262,NA,NA,NA,NA
