depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
183,Carbon-14,109874,90,5860,calcareous silty muck,NA
324.5,Carbon-14,109875,100,7690,calcareous organic silt,NA
491,Carbon-14,109876,90,8290,calcareous organic silt,NA
617,Carbon-14,109877,140,8720,calcareous organic silt,NA
635.5,Carbon-14,109878,110,10450,calcareous organic silt,NA
713,Carbon-14,109879,110,11350,calcareous silt,NA
860,Carbon-14,109880,120,14450,sandy silt,NA
