depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
2,74,13.357,-14.829,-0.996,945.143
7,260,11.057,-19.443,-5.017,705.714
20,742,10.714,-17.214,-3.999,774.571
30,1113,12.114,-17.171,-3.137,855.714
40,1484,12.114,-17.171,-3.137,855.714
50,1855,11.057,-19.443,-5.017,705.714
60,2226,11.743,-14.457,-1.879,916
80,2967,12.086,-16.686,-2.896,847.143
90,3338,11.057,-19.443,-5.017,705.714
100,3709,11.057,-19.443,-5.017,705.714
120,4451,13.357,-14.829,-0.996,945.143
140,5061,11.057,-19.443,-5.017,705.714
160,5659,12.114,-17.171,-3.137,855.714
170,5959,11.057,-19.443,-5.017,705.714
180,6258,12.114,-17.171,-3.137,855.714
190,6557,12.114,-17.171,-3.137,855.714
200,6857,12.329,-17.586,-3.117,803.714
210,7185,10.714,-17.214,-3.999,774.571
220,7534,10.714,-17.214,-3.999,774.571
230,7883,11.771,-17.329,-3.16,792.286
240,8232,10.686,-16.729,-3.758,766
250,8580,10.686,-16.729,-3.758,766
260,8929,10.686,-16.729,-3.758,766
270,9256,10.686,-16.729,-3.758,766
280,9458,10.157,-16.957,-4.042,763.143
290,9660,12.443,-13.171,-0.326,974.143
300,9862,9.2,-15.514,-4.093,764.714
310,10494,9.2,-15.514,-4.093,764.714
315,11025,NA,NA,NA,NA
