depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
77.5,Carbon-14,109871,10,1180,Peat material,NA
277.5,Carbon-14,109872,140,3800,Peat material,NA
327.5,Carbon-14,109873,160,6100,Peat material,NA
