depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
1380,45,7.457,-8.729,-1.281,1011.571
1385,201,7.514,-8.186,-0.957,1069.571
1395,513,7.914,-5.629,0.633,1417.571
1405,824,7.571,-8.043,-0.888,1169.571
1415,1135,7.929,-5.929,0.483,1340
1425,1451,7.686,-6.9,-0.164,1284.571
1435,1777,7.686,-6.9,-0.164,1284.571
1445,2103,8.414,-12.114,-2.573,953.857
1455,2429,7.614,-7.4,-0.483,1198.143
1465,2755,7.529,-8.886,-1.321,946.286
1475,3038,7.4,-8.057,-0.951,1149.143
1505,3504,7.929,-5.929,0.483,1340
1515,3659,7.757,-11.2,-2.425,894.857
1525,3861,8.429,-15.443,-4.36,758.429
1535,4200,10.686,-16.729,-3.758,766
1545,4539,7.686,-6.9,-0.164,1284.571
1555,4878,10.714,-17.214,-3.999,774.571
1565,5218,9.229,-16,-4.333,773.286
1575,5549,8.414,-12.114,-2.573,953.857
1585,5859,10.471,-13.657,-2.193,862.714
1595,6168,7.557,-8.014,-0.823,1092.714
1605,6477,7.4,-9.943,-1.975,849.857
1615,6787,7.757,-11.2,-2.425,894.857
1620,6941,7.657,-7.771,-0.663,1138.143
1630,7251,7.329,-10.071,-2.092,846
1635,7405,7.829,-8.029,-0.685,1004.143
1645,7732.7,7.343,-10.143,-2.089,742.143
