age (BP),temperature (degC)
45500,-49.093
45558,-49.358
45623,-48.97
45693,-48.236
45759,-47.941
45825,-47.92
45897,-48.889
45977,-49.123
46062,-49.587
46153,-49.19
46232,-49.531
46312,-49.654
46401,-49.297
46482,-47.492
46569,-44.755
46638,-45.138
46702,-45.311
46759,-44.251
46826,-43.191
46892,-42.171
46949,-41.794
47004,-42.773
47064,-42.864
47124,-42.548
47184,-42.294
47230,-44.72
47283,-46.779
47345,-47.462
47429,-46.667
47504,-44.404
47567,-43.925
47626,-44.404
47687,-45.229
47742,-45.138
47805,-44.75
47868,-44.964
47930,-44.903
47992,-44.801
48059,-44.271
48121,-44.149
48189,-44.027
48251,-43.639
48317,-43.68
48377,-43.996
48438,-44.261
48499,-44.373
48570,-44.271
48638,-44.19
48709,-44.027
48769,-43.792
48833,-43.191
48901,-42.813
48964,-42.885
49026,-43.588
49095,-43.751
49167,-43.15
49228,-41.692
49293,-41.437
49358,-41.366
49418,-41.56
49470,-41.468
49521,-41.152
49579,-41.03
49635,-40.652
49690,-40.479
49746,-40.55
49806,-40.265
49868,-40.102
49922,-39.816
49981,-39.969
