depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
120,1923,20.886,-12.114,5.596,779.571
130,2077,20.814,-11.929,5.6,777.714
150,2386,20.414,-11.571,5.423,775.571
169,2680,20.771,-11.957,5.561,779.286
190,3004,20.686,-11.786,5.548,777.286
220,3468,20.886,-12.114,5.596,779.571
250,3931,20.9,-12.1,5.612,779.143
280,4395,21.1,-12.329,5.675,771.143
300,4704,21.486,-11.543,6.187,759
310,4860,21.5,-10.357,6.661,787.714
330,5173,20.957,-12.214,5.613,770.571
350,5486,21.286,-12.086,5.871,765.143
370,5798,21.286,-11.114,6.213,776.143
400,6268,21.786,-10.214,6.937,780.714
430,6737,21.686,-9.914,6.979,789
450,7050,21.957,-10.671,6.883,778.143
460,7206,21.386,-11.014,6.381,763.857
480,7512,21.386,-11.4,6.187,772.857
500,7815,21.514,-10.686,6.563,778.143
510,7967,20.457,-11.914,5.344,757.714
520,8118,20.486,-11.886,5.367,757.857
538,8391,21.357,-10.914,6.345,779.857
560,8725,22.329,-11.114,6.929,763.286
580,9028,20.886,-12.486,5.479,761.714
600,9331,21.043,-11.629,5.839,771.571
630,9732,21.186,-11.914,5.852,764.429
650,9899,20.371,-12.386,5.107,743.857
670,10067,20.343,-12.414,5.079,744
690,10235,20.586,-11.9,5.413,741.286
700,10319,20.571,-11.671,5.498,767.571
730,10571,20.357,-12.386,5.151,744.143
760,11057,NA,NA,NA,NA
780,11381,NA,NA,NA,NA
800,11705,NA,NA,NA,NA
820,11808,NA,NA,NA,NA
840,11872,NA,NA,NA,NA
860,11936,NA,NA,NA,NA
884,12013,NA,NA,NA,NA
900,12064,NA,NA,NA,NA
920,12128,NA,NA,NA,NA
940,12191,NA,NA,NA,NA
960,12255,NA,NA,NA,NA
980,12319,NA,NA,NA,NA
1000,12383,NA,NA,NA,NA
1020,12447,NA,NA,NA,NA
