depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
94,Carbon-14,109007,40,2620,twig fragment,NA
135,Carbon-14,109008,60,6320,bark fragment,NA
250,Carbon-14,109009,80,8600,twig fragment,NA
418,Carbon-14,109010,80,10160,bark fragment,NA
497,Carbon-14,109011,90,11770,twig,NA
