depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0.5,-40,27.757,18.614,23.636,1488.571
5.5,44,27.729,18.229,23.425,1487.857
9.5,111,27.6,18.629,23.58,1451.286
12.5,307,27.714,18.429,23.527,1486.571
17.5,880,27.757,18.543,23.594,1500.571
21,1281,27.629,18.686,23.614,1462.429
25,1739,27.8,18.329,23.507,1508.286
31,2426,27.786,18.429,23.544,1490.714
35,2762,27.729,18.543,23.588,1462.143
41,3207,27.629,18.586,23.568,1466.571
45,3503,27.686,18.586,23.588,1459.143
51,3906,27.729,18.571,23.593,1460
55,4119,27.6,18.729,23.625,1457.143
61,4439,27.757,18.4,23.53,1476.429
65,4653,27.714,18.514,23.569,1457
