depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,-32,12.314,-6.7,2.482,1731.429
10,268,12.314,-6.7,2.482,1731.429
20,497,11.371,-17.143,-3.493,1169.143
30,657,11.6,-16.957,-3.246,1170
40,854,11.271,-17.829,-4.127,1083.143
50,1109,12.314,-6.7,2.482,1731.429
60,1337,11.614,-14.743,-2.258,1361
70,1572,12.429,-5.457,3.13,2053.143
80,1863,11.414,-15.157,-2.341,1326.429
90,2153,12.314,-6.7,2.482,1731.429
100,2325,12.314,-6.7,2.482,1731.429
110,2444,12.429,-5.457,3.13,2053.143
120,2671,12.314,-6.7,2.482,1731.429
130,2776,12.671,-5.314,3.262,1804.429
140,2866,13.243,-2.857,4.843,2177.857
150,2994,12.514,-5.729,3.055,2145.714
160,3188,12.6,-4.843,3.577,1899.571
170,3329,12.314,-6.7,2.482,1731.429
180,3443,12.957,-4.714,3.748,2009.714
190,3562,11.414,-15.157,-2.341,1326.429
200,3739,12.429,-10.414,0.406,1711.143
210,3929,11.8,-9.371,1.025,1881.571
220,4130,11.314,-15.843,-2.975,1240.429
230,4360,12.714,-8.329,1.762,1875.714
240,4538,11.871,-7.543,1.796,1523.571
250,4783,12.514,-5.729,3.055,2145.714
260,4921,10.971,-18.329,-4.307,1053.857
270,5227,12.8,-6.814,2.498,1810.571
280,5459,12,-11.971,-0.268,1611.571
290,5639,11.129,-20.129,-5.231,892.857
300,5835,12.5,-8.4,1.588,1876.571
310,6042,11.829,-9.657,0.565,1454.143
320,6268,11.871,-7.543,1.796,1523.571
330,6427,11.8,-8.971,1.152,1183.429
340,6644,11.8,-8.971,1.152,1183.429
350,7089,11.871,-7.543,1.796,1523.571
360,7851,9.2,-15.514,-4.093,764.714
370,8632,9.2,-18.771,-5.882,673.143
380,9647,8.429,-15.443,-4.36,758.429
390,10590,8.429,-15.443,-4.36,758.429
400,11163,NA,NA,NA,NA
410,11640,NA,NA,NA,NA
420,12311,NA,NA,NA,NA
430,12791,NA,NA,NA,NA
440,13030,NA,NA,NA,NA
450,13319,NA,NA,NA,NA
460,13699,NA,NA,NA,NA
