depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
33,1221,22.4,-11.643,6.44,589.286
47,1730,24.243,-3.714,10.626,536.429
70,2566,23.514,-8.9,8.261,690.857
90,3294,24.271,-7.257,9.331,711.714
110,4021,23.2,-9.8,7.768,669
130,4748,24.857,-4.471,10.823,673.714
152,5548,23.043,-10.371,7.239,570.714
174,6348,23.043,-10.371,7.239,570.714
186,6714,22.043,-12.529,5.9,556
198,6869,22.371,-11.714,6.414,571.857
210,7024,23.057,-10.157,7.505,638.143
225,7217,23.2,-9.8,7.768,669
240,7410,23.143,-9.986,7.586,639.143
255,7603,22.586,-11.343,6.649,581
270,7797,22.7,-11,6.825,606.286
285,7990,23.043,-10.371,7.239,570.714
300,8183,22.871,-10.429,7.243,631.714
314,8364,22.5,-11.586,6.607,601.714
328,8515,22.829,-10.729,7.17,622.143
342,8580,22.814,-10.843,7.245,669
356,8645,22.829,-10.729,7.17,622.143
368,8701,22.743,-11.071,7.114,703.286
380,8757,22.257,-12.271,6.35,675.857
390,8803,21.7,-13.586,5.261,526.714
400,8849,23.429,-9.071,8.18,689.857
410,8896,22.629,-11.214,7.039,745.429
420,8942,22.271,-12.257,6.354,674.571
430,8989,22.6,-11.286,7.004,743.857
440,9035,22.614,-11.129,7.068,754.143
450,9082,22.729,-11.357,7.051,745.286
458,9119,23,-10.214,7.464,632.571
470,9174,22.529,-11.471,6.815,717.571
482,9230,22.343,-12.043,6.561,704.143
490,9267,22.6,-10.429,7.337,769.571
510,9480,22.186,-8.143,7.97,809.429
530,9700,22.186,-6.871,8.425,811.429
550,9919,22.214,-8.229,7.964,811
570,10139,22.157,-8.343,7.844,810.857
590,10358,22.171,-6.543,8.621,850.857
610,10578,22.057,-6.543,8.476,819.143
630,10819,20.129,-13.471,4.637,691.143
