depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
25,Carbon-14,111359,125,1390,gyttja,NA
108,Carbon-14,111360,200,3340,gyttja,NA
171,Carbon-14,111361,285,5020,gyttja,NA
295,Carbon-14,111362,440,8720,gyttja,NA
398,Carbon-14,111363,710,11770,gyttja,NA
