depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
108,Carbon-14,109556,150,1010,wood,Date 4230Â±60 (WAT-1332) rejected as to old on basis of AMS date on wood from same level.
295,Carbon-14,109557,60,2370,silty mud,NA
297.5,Carbon-14,109558,125,2210,silty mud,NA
480,Carbon-14,109559,80,3110,"pine ndls, birch seeds, wood",NA
776,Carbon-14,109560,60,4230,marl,NA
780,Carbon-14,109561,60,4094,twig,NA
