depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
58.5,Carbon-14,110232,100,2960,gyttja,NA
120,Carbon-14,110233,120,3640,gyttja,NA
208.5,Carbon-14,110234,120,5300,gyttja,NA
240,Carbon-14,110235,160,6240,gyttja,NA
