depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,0,14.457,-8.443,2.489,596.429
8,284.4,15.186,-5.386,4.383,767.714
18,640,15.7,-7.4,3.666,513.857
28,995.5,15.771,-5.571,4.58,630.143
38,1351.1,16.243,-6.743,4.3,478.429
48,1706.6,16.414,-1.629,6.492,852.857
53,1884.4,15.814,-1.071,6.432,1085.143
58,2062.2,14.157,-8.1,2.565,592.714
64,2275.5,16.557,-1.429,6.444,879.857
70,2488.8,18.371,0.714,8.032,821.143
81,2879.9,14.3,-7.171,2.979,563.714
88,3128.8,18.257,0.571,7.875,849.857
95,3377.7,19.243,0.857,8.181,752.857
103,3662.1,18.414,0.829,8.036,852.857
108,3843.8,18.643,0.686,7.977,804
119,4245.7,18.371,0.6,7.886,849.857
128,4574.6,19.429,0.957,8.363,722.429
138,4940,18.871,-2.957,7.674,465.714
148,5305.4,18.314,0.7,7.907,857.857
158,5670.8,16.8,-4.571,4.943,594.857
168,6036.2,17.4,-0.286,7.082,920.857
178,6401.6,17.029,-2.857,5.692,744.286
183,6584.3,18.714,-0.343,7.483,694.571
198,6892.6,15.857,-7.7,3.45,536
208,7073.6,15.857,-7.7,3.45,536
218,7254.6,15.814,-6.029,4.195,459.857
223,7345.1,16.529,-8.771,3.52,456.429
235,7562.3,15.886,-7.414,3.54,501.857
237,7598.5,18.943,0.586,7.829,801
238,7616.6,19.243,0.857,8.181,752.857
243,7720.5,17.329,-4.314,5.468,590.143
248,7855.9,20.1,0.6,8.77,610.714
258,8126.5,16.386,-1.157,6.586,1018.857
268,8397.1,16.814,-1.686,6.331,887.143
278,8667.7,19.529,-9.314,5.485,382.143
283,8803.1,17.6,-3.986,6.594,623.571
293,9073.7,19.586,-3.271,8.104,303.714
298,9209,17.886,-6.543,5.714,420.143
308,9796.2,21.314,-1.6,9.858,235
310,10008.7,21.9,-2.7,9.677,224.857
320,11070.8,NA,NA,NA,NA
328,11664.7,NA,NA,NA,NA
351,13267.2,NA,NA,NA,NA
361,13963.9,NA,NA,NA,NA
371,14660.6,NA,NA,NA,NA
381,15357.3,NA,NA,NA,NA
391,16054.1,NA,NA,NA,NA
401,16750.8,NA,NA,NA,NA
411,17447.5,NA,NA,NA,NA
421,18144.2,NA,NA,NA,NA
441,19428.1,NA,NA,NA,NA
461,20423.1,NA,NA,NA,NA
468,20771.3,NA,NA,NA,NA
478,21268.8,NA,NA,NA,NA
488,21713.4,NA,NA,NA,NA
498,22034.6,NA,NA,NA,NA
508,22355.7,NA,NA,NA,NA
518,22676.9,NA,NA,NA,NA
528,22998,NA,NA,NA,NA
538,23319.2,NA,NA,NA,NA
559,23993.6,NA,NA,NA,NA
568,24282.6,NA,NA,NA,NA
578,24603.8,NA,NA,NA,NA
588,24979.6,NA,NA,NA,NA
598,25373.7,NA,NA,NA,NA
608,25767.8,NA,NA,NA,NA
618,26161.8,NA,NA,NA,NA
628,26555.9,NA,NA,NA,NA
638,26949.9,NA,NA,NA,NA
643,27147,NA,NA,NA,NA
648,27344,NA,NA,NA,NA
658,27738.1,NA,NA,NA,NA
678,28526.2,NA,NA,NA,NA
683,28723.2,NA,NA,NA,NA
688,28920.3,NA,NA,NA,NA
693,29117.3,NA,NA,NA,NA
699,29353.7,NA,NA,NA,NA
703,29511.3,NA,NA,NA,NA
708,29832,NA,NA,NA,NA
713,30235.1,NA,NA,NA,NA
718,30638.1,NA,NA,NA,NA
724,31121.8,NA,NA,NA,NA
728,31444.2,NA,NA,NA,NA
733,31847.3,NA,NA,NA,NA
738,32250.4,NA,NA,NA,NA
758,33862.6,NA,NA,NA,NA
763,34265.7,NA,NA,NA,NA
768,34668.7,NA,NA,NA,NA
