depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
107.5,Carbon-14,108742,75,3370,organic marl,NA
206.5,Carbon-14,108743,90,4155,organic marl,NA
427.5,Carbon-14,108744,100,5330,organic marl,NA
727.5,Carbon-14,108745,100,7680,organic silty clay,NA
965,Carbon-14,108746,100,8300,gyttja,NA
1115,Carbon-14,108747,75,10855,gyttja,NA
1155,Carbon-14,108748,110,11280,gyttja,NA
1255,Carbon-14,108749,150,14380,dark olive clay,NA
