depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,0,13.743,-10.386,1.051,491.857
20,212,14.3,-9.929,1.564,460.286
40,423.9,15.471,-6.229,3.714,599.571
60,635.9,16.986,-2.586,5.699,737
80,847.9,13.943,-8.886,1.755,544.429
105,1112.9,13.714,-9.514,1.355,449.143
125,1324.8,13.743,-10.786,0.923,501.429
140,1483.8,13.771,-10.357,1.075,491.143
160,1695.8,14.257,-8.986,1.907,432.429
180,1907.8,13.829,-9.457,1.412,435
200,2119.7,13.543,-10.286,0.932,465.429
220,2331.7,14.814,-7.814,2.846,461.286
240,2543.7,14.029,-9.671,1.46,436.143
260,2827.3,13.686,-10.286,1.029,478.714
280,3182.7,14.043,-7.629,2.267,584.286
300,3538,14.814,-6.9,2.905,591.857
320,3893.3,13.686,-9.771,1.31,482.857
340,4248.6,14.786,-7.186,2.877,513.429
360,4604,13.629,-9.129,1.427,432.286
380,4959.3,15.1,-9.214,2.465,499.571
405,5403.4,15.1,-7.014,2.962,578.714
420,5669.9,15.086,-8.043,2.711,478.429
440,6025.2,13.686,-10.057,1.246,517.857
460,6351,15.514,-9.129,2.586,423.714
480,6647.1,15.829,-5.886,3.957,549.714
505,7885.8,16.543,-6.857,3.843,452.714
515,8031.8,15.814,-6.6,3.555,555.286
525,8180.9,14.514,-9.114,2.051,454.429
550,8561.1,16,-7.757,3.312,466.714
580,9017.4,15.071,-8.671,2.414,421.571
600,9321.6,14.871,-8.786,2.26,439.429
620,9625.8,14.486,-8.871,2.019,433.571
640,9930,13.671,-9.686,1.19,466.571
660,10234.2,15.629,-8.5,2.862,431.143
680,10538.4,15.271,-8.771,2.524,447.143
700,10842.6,14.043,-9.2,1.593,437.571
720,11104.4,NA,NA,NA,NA
730,11203.4,NA,NA,NA,NA
750,11401.5,NA,NA,NA,NA
760,11500.5,NA,NA,NA,NA
770,11599.6,NA,NA,NA,NA
782,11718.4,NA,NA,NA,NA
801,11906.6,NA,NA,NA,NA
810,11995.7,NA,NA,NA,NA
820,12094.8,NA,NA,NA,NA
830,12193.8,NA,NA,NA,NA
842,12312.6,NA,NA,NA,NA
850,12391.9,NA,NA,NA,NA
860,12490.9,NA,NA,NA,NA
870,12590,NA,NA,NA,NA
880,12689,NA,NA,NA,NA
890,12788,NA,NA,NA,NA
900,12887.1,NA,NA,NA,NA
910,12986.1,NA,NA,NA,NA
920,13085.1,NA,NA,NA,NA
930,13184.2,NA,NA,NA,NA
943,13312.9,NA,NA,NA,NA
953,13412,NA,NA,NA,NA
958,13461.5,NA,NA,NA,NA
