depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
1,1,20.171,-13.586,4.69,717
20,26,19.986,-14.586,4.18,683.286
30,39,19.957,-14.357,4.188,709.857
40,52,19.729,-12.743,4.626,808.429
50,64,19.857,-12.586,4.77,813.571
60,122,19.814,-12.743,4.72,798.429
80,327,19.729,-13.8,4.193,763.857
100,533,19.629,-12.257,4.706,823.714
120,738,19.7,-13.414,4.33,785.286
140,943,19.729,-12.743,4.626,808.429
160,1148,20.014,-13.671,4.477,748.714
180,1354,19.729,-13.8,4.193,763.857
200,1559,19.614,-14.2,3.979,750.571
220,1764,19.943,-13.214,4.6,776.857
240,1969,19.729,-12.743,4.626,808.429
260,2175,20.1,-13.043,4.813,766.714
280,2380,20.143,-12.886,4.863,781.857
300,2585,20.071,-13.2,4.745,765.429
320,2790,20.1,-13.543,4.582,745.286
340,2996,20.1,-13.557,4.586,744
360,3201,20.029,-13.214,4.694,766.857
380,3406,20.3,-14.014,4.607,704.714
400,3611,20.157,-13.986,4.535,703.143
410,3749,20.129,-15.571,4.094,617
420,3923,20.343,-15.329,4.276,627.429
430,4096,20.743,-14.2,4.869,664.857
440,4270,20.171,-15.471,4.043,624.429
450,4443,20.443,-14.843,4.348,645.857
460,4617,21.114,-14.014,5.146,672.857
470,4790,19.9,-15.657,3.685,613.857
480,4964,19.9,-15.657,3.685,613.857
490,5137,20.786,-14.429,4.63,639.857
500,5311,20.586,-14.9,4.556,643.143
520,5658,20.157,-15.529,3.8,603.143
540,6005,19.557,-16.971,2.794,509.571
560,6352,20,-16.2,3.398,508.714
580,6699,19.729,-16.514,3.117,517.571
600,7046,19.886,-16.571,3.13,489.286
620,7393,20.1,-15.943,3.464,484.571
640,7740,19.557,-16.971,2.794,509.571
660,8087,19.557,-16.871,2.9,522.429
670,8260,19.943,-16.171,3.357,532.714
680,8434,20.257,-15.757,3.748,544.143
690,8607,20.257,-15.843,3.658,525.429
700,8781,19.957,-16.657,3.161,474.286
710,8954,19.629,-16.6,2.938,480.286
720,9103,19.2,-17.543,2.388,512.571
730,9228,19.229,-14.314,3.748,687
740,9353,19.357,-15.686,3.369,599.857
760,9603,19.829,-14.529,4.046,704.714
780,10245,19.786,-13.343,4.429,779.857
790,10566,19.729,-13.8,4.193,763.857
800,10887,20.143,-13.257,4.718,767.714
