depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
1,-10,19.814,-13.929,4.264,722.857
10,15,19.386,-14.529,3.8,730.429
20,44,19.529,-14.014,4.043,733
30,72,20.1,-14.429,4.313,704.286
40,100,19.343,-14.414,3.817,732.571
50,229,19.214,-14.143,3.804,742.286
60,357,19.114,-14.729,3.538,727.143
70,485,19.971,-13.7,4.442,729.429
100,869,19.957,-13.157,4.615,754.143
120,1125,20.443,-12.271,5.263,744.143
140,1382,20.6,-11.9,5.501,763.714
160,1638,19.671,-14.114,4.118,715.857
180,1894,19.9,-13.114,4.596,753.286
200,2150,20.1,-13,4.756,748.286
210,2278,20.514,-14.471,4.627,675
220,2407,20.529,-13.771,4.898,694.429
240,2663,20.4,-14.457,4.563,675.286
250,2791,20.457,-15.043,4.432,639.857
260,2902,20.357,-14.971,4.392,650
280,3091,20.771,-11.086,6.082,802.571
300,3279,20.857,-13.586,5.213,673.857
320,3468,20.6,-14.857,4.587,644.143
340,3656,21,-11.829,5.929,774.286
360,3845,20.586,-14.857,4.582,644.429
380,4033,19.986,-13.071,4.687,756.714
400,4222,20.471,-14.857,4.499,649.714
410,4316,21.243,-13.5,5.42,693.286
420,4443,21.529,-13.371,5.533,693
440,4796,21.5,-13.3,5.567,693.429
460,5148,21.014,-14.586,4.715,587
480,5500,20.586,-15.071,4.24,578.143
500,5853,21.971,-11.829,6.448,739.857
520,6205,22.457,-11.543,6.877,746.714
540,6557,19.771,-16.729,3.025,487
560,6910,22.229,-11.829,6.671,735.857
580,7262,20.9,-14.843,4.521,553.429
600,7614,20.429,-15.529,3.95,539.429
620,7966,21.586,-13.057,5.754,699.857
640,8319,19.729,-16.514,3.117,517.571
660,8671,19.886,-16.429,3.177,498.286
680,9023,19.886,-16.571,3.13,489.286
700,9376,21.029,-15.186,4.331,468.143
710,9552,19.943,-16.371,3.271,519
720,9804,20.057,-15.3,3.942,653.429
740,10346,19.514,-13.286,4.326,762.143
760,10888,19.3,-12.871,4.313,775.857
