depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
190,0,21.871,-13.257,5.57,564.286
200,147,22.114,-12.414,6.007,503.286
210,293,21.271,-14.4,4.733,490.571
220,440,20.629,-15.243,4.212,531.714
230,586,20.886,-15.057,4.393,525.143
240,733,20.886,-14.5,4.69,581.857
250,879,21.143,-14.514,4.777,560.429
260,1026,20.986,-14.414,4.72,593.429
270,1172,20.771,-14.843,4.476,564
280,1319,20.9,-15.014,4.382,514
290,1465,20.614,-15.771,3.931,475.286
300,1612,20.9,-15.143,4.3,494
310,1758,20.1,-16.3,3.368,486.714
320,1905,21.257,-14.471,4.8,541.714
330,2051,20.643,-15.614,3.927,475.714
340,2198,20.829,-15.457,4.07,463.143
350,2344,20.443,-15.986,3.737,478.857
360,2491,20.829,-15.471,4.062,460.714
370,2637,20.443,-15.986,3.737,478.857
380,2784,20.829,-15.529,4.073,460.571
390,2930,20.8,-15.543,4.032,458
400,3076,20.571,-15.786,3.91,480.714
410,3223,20.9,-15.186,4.202,472.143
420,3369,20.471,-15.9,3.679,459.571
430,3516,20.814,-15.5,4.043,459
440,3662,20.529,-15.643,3.807,453
450,3809,20.429,-16.014,3.642,459.714
460,3955,20.6,-15.443,3.932,454
470,4102,21.129,-14.771,4.539,478.857
480,4248,20.9,-15.2,4.194,469.714
490,4395,20.657,-15.586,3.942,480.143
500,4541,21.186,-14.7,4.582,479.857
510,4688,20.314,-16.043,3.576,474.714
520,4834,20.886,-15.529,4.145,453.429
530,4981,19.671,-17.014,2.845,478.429
540,5127,21.129,-15.043,4.388,482
550,5274,20.543,-15.871,3.746,460.857
560,5420,21.086,-14.657,4.514,465.571
570,5567,19.886,-16.4,3.157,457
580,5713,20.8,-15.514,4.04,457.857
590,5860,20.514,-15.943,3.74,463.857
600,6006,20.686,-14.829,4.158,463.286
610,6153,20.471,-15.829,3.76,469.286
620,6299,20.886,-15.2,4.2,471
630,6446,20.286,-16,3.625,506
640,6592,20.129,-16.457,3.335,467.286
650,6739,20.6,-15.629,3.955,498
660,6885,20.886,-15.357,4.182,471.571
670,7032,20.314,-16,3.588,479.714
680,7178,20.586,-15.643,3.881,472.714
690,7325,20.471,-15.829,3.76,469.286
700,7471,20.086,-16.443,3.317,485.857
710,7618,20.314,-16,3.588,479.714
720,7764,20.871,-15.271,4.188,472.714
730,7911,20.214,-16.143,3.489,480
740,8057,20.471,-15.829,3.76,469.286
750,8204,19.286,-17.543,2.396,487.286
760,8350,19.8,-16.743,3.031,475.286
770,8497,20.129,-16.414,3.346,469.143
780,8643,20.471,-15.9,3.731,485.429
790,8789,20,-16.286,3.295,489.571
800,8936,20.686,-15.586,3.993,466.143
810,9082,19.671,-17.043,2.858,481.143
820,9229,19.8,-16.743,3.031,475.286
830,9382,20.343,-15.786,3.775,532.571
840,9534,20.571,-15.757,3.913,483.286
850,9687,21.1,-14.157,4.979,639.571
860,9840,21.214,-14.3,4.949,609.143
870,9992,20.671,-14.486,4.523,649.286
880,10145,20.114,-15.9,3.662,558.143
890,10298,22.243,-12.029,6.533,727.143
900,10450,20.329,-15.129,4.13,625
910,10603,20.386,-15.143,4.312,625.286
920,10756,20.571,-14.786,4.511,636
930,10909,20.514,-14.7,4.598,654.429
934,10970,19.9,-15.557,3.799,622.714
938,11031,NA,NA,NA,NA
940,11061,NA,NA,NA,NA
