depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,13,23.614,-7.529,8.796,554.857
8,497,23.514,-9.1,8.129,639.143
16,978,23.371,-9.286,8.061,679.714
24,1454,23.429,-9.071,8.18,689.857
30,1806,23.514,-8.9,8.261,690.857
35,2095,22.729,-10.9,7.149,661.857
40,2379,22.486,-11.171,6.915,647.857
45,2658,23.514,-8.9,8.261,690.857
50,2931,23.186,-9.771,7.808,700
55,3198,23.514,-8.9,8.261,690.857
60,3457,23.143,-9.986,7.586,639.143
65,3708,23.514,-8.9,8.261,690.857
70,3951,22.757,-10.743,7.058,618.286
75,4185,23.429,-9.229,8.102,685
80,4409,23.429,-9.071,8.18,689.857
85,4622,23.429,-9.229,8.102,685
90,4824,23.514,-8.9,8.261,690.857
95,5014,22.886,-10.557,7.129,582.714
100,5191,23.429,-7.086,8.785,553.714
110,5517,24.243,-3.714,10.626,536.429
120,5830,24.129,-1.5,11.327,414.286
130,6160,23.9,-1.586,11.171,410
140,6538,23.9,-1.586,11.171,410
150,6994,23.9,-1.586,11.171,410
155,7261,23.629,-6.929,9.001,539.286
160,7555,22.4,-11.643,6.44,589.286
165,7872,23.429,-7.086,8.785,553.714
170,8209,23.429,-7.086,8.785,553.714
175,8563,23.257,-9.043,7.801,566.714
180,8930,23.429,-7.086,8.785,553.714
186,9381,23.257,-9.043,7.801,566.714
192,9839,23.286,-9.786,7.724,637.143
198,10298,22.371,-9.786,7.44,795
203,10666,20.314,-13.471,4.649,696.286
208,11017,NA,NA,NA,NA
213,11355,NA,NA,NA,NA
218,11682,NA,NA,NA,NA
223,11998,NA,NA,NA,NA
228,12307,NA,NA,NA,NA
233,12609,NA,NA,NA,NA
238,12906,NA,NA,NA,NA
243,13200,NA,NA,NA,NA
