depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
217,101,26.9,9.771,18.992,1384.143
219,195,27.057,9.143,18.695,1349.857
221,288,26.614,8.057,17.971,1407.857
223,382,27.557,9.714,19.308,1287.571
225,475,27.2,7.729,18.085,1322.429
227,568,26.971,8.9,18.57,1372.429
229,660,27.214,8.129,18.363,1358.286
231,753,27.314,9.857,19.229,1371.571
233,845,27.1,8.6,18.445,1320.429
235,937,27.329,8.4,18.551,1328.571
238,1075,26.943,8.443,18.248,1318.714
242,1258,26.814,7.086,17.57,1337.571
246,1440,27.457,9.143,18.961,1266.143
250,1622,26.929,9.071,18.61,1370.714
254,1802,26.871,7.5,17.823,1329.571
262,2162,26.614,7.643,17.782,1375.429
266,2340,26.914,7.429,17.804,1344
270,2518,26.671,6.529,17.207,1345.143
274,2695,27.371,7.557,18.139,1318.571
278,2871,26.9,8.357,18.294,1357
282,3046,26.7,8.171,18.1,1413.714
290,3395,26.729,6.414,17.185,1311.857
294,3568,26.886,8.071,18.137,1366.143
298,3740,27.014,9.543,18.939,1394.143
306,4083,27.4,9.643,19.192,1304.286
310,4253,27.129,7.5,17.962,1360.429
314,4422,27.557,9.629,19.299,1288.571
316,4507,27.057,9.114,18.685,1357.571
320,4675,27.357,8.057,18.358,1321.714
324,4842,27.4,9.486,19.113,1288.286
327,4967,27.071,7.943,18.2,1375.429
332,5175,26.9,9.771,18.992,1384.143
336,5340,26.586,7.486,17.664,1384
344,5668,27.486,10.586,19.73,1299.286
348,5831,27.443,8.971,18.874,1251.143
352,5993,27.557,9.714,19.308,1287.571
356,6154,27.486,10.586,19.73,1299.286
360,6314,27.114,7.614,18.027,1378.571
364,6474,27.486,10.586,19.73,1299.286
368,6633,26.543,6.514,17.148,1359.429
372,6791,26.8,8.657,18.367,1374.143
376,6949,26.814,7.229,17.667,1353.714
384,7262,27.086,8.586,18.437,1321.429
388,7417,26.857,6.214,17.152,1261.857
396,7725,26.686,7.157,17.581,1374.571
400,7878,26.657,6.743,17.333,1347.286
404,8030,26.671,8.586,18.281,1395
412,8332,26.686,6.771,17.368,1301
416,8482,26.643,6.843,17.369,1347.714
420,8631,26.957,7.114,17.693,1368
424,8779,26.843,8.629,18.383,1407.571
432,9074,26.814,7.457,17.804,1434
436,9220,26.657,7.543,17.737,1378.286
444,9509,26.7,7.114,17.502,1261.714
448,9653,26.6,8.1,17.985,1348.286
452,9796,27.071,6.857,17.586,1326.143
456,9938,26.729,8.5,18.23,1379.286
460,10080,26.486,5.714,16.824,1390
464,10220,26.443,4.786,16.25,1292.714
468,10360,26.557,7,17.364,1289.429
472,10500,26.414,4.857,16.26,1319
476,10638,26.443,4.9,16.396,1386.857
484,10912,25.986,2.686,15.095,1360.429
488,11049,NA,NA,NA,NA
492,11184,NA,NA,NA,NA
496,11319,NA,NA,NA,NA
500,11452,NA,NA,NA,NA
504,11585,NA,NA,NA,NA
512,11849,NA,NA,NA,NA
516,11980,NA,NA,NA,NA
520,12110,NA,NA,NA,NA
524,12239,NA,NA,NA,NA
528,12368,NA,NA,NA,NA
532,12495,NA,NA,NA,NA
536,12622,NA,NA,NA,NA
544,12874,NA,NA,NA,NA
548,12999,NA,NA,NA,NA
552,13123,NA,NA,NA,NA
556,13246,NA,NA,NA,NA
560,13368,NA,NA,NA,NA
564,13490,NA,NA,NA,NA
568,13611,NA,NA,NA,NA
576,13850,NA,NA,NA,NA
580,13969,NA,NA,NA,NA
584,14086,NA,NA,NA,NA
588,14203,NA,NA,NA,NA
592,14320,NA,NA,NA,NA
596,14435,NA,NA,NA,NA
600,14550,NA,NA,NA,NA
612,14890,NA,NA,NA,NA
616,15001,NA,NA,NA,NA
620,15112,NA,NA,NA,NA
624,15222,NA,NA,NA,NA
628,15332,NA,NA,NA,NA
632,15441,NA,NA,NA,NA
636,15548,NA,NA,NA,NA
640,15656,NA,NA,NA,NA
641,15682,NA,NA,NA,NA
642,15709,NA,NA,NA,NA
644,15762,NA,NA,NA,NA
648,15867,NA,NA,NA,NA
652,15972,NA,NA,NA,NA
