depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
1,25,19.986,-12.586,4.805,745.857
10,155,19.143,-14.157,3.749,748.429
20,299,19.471,-13.357,4.199,759.714
25,371,18.929,-12.043,4.251,768.143
30,443,19.143,-12.6,4.164,801.286
35,515,19.543,-12.171,4.625,771.286
40,586,19.114,-13.529,3.912,771.143
50,730,19.429,-12.9,4.285,787.857
60,872,19.757,-12.771,4.599,773.714
80,1156,20.1,-13.114,4.735,758.714
100,1436,19.914,-12.986,4.669,775.571
115,1643,19.814,-13.071,4.523,775.857
140,1983,19.429,-13.014,4.274,799.429
160,2248,19.743,-12.771,4.585,775
180,2507,20.1,-13.114,4.735,758.714
200,2758,19.743,-12.771,4.585,775
220,3001,19.757,-12.771,4.599,773.714
240,3234,20.1,-13.114,4.735,758.714
260,3458,19.771,-13.286,4.436,774.714
280,3671,19.614,-12.443,4.617,794.571
290,3773,19.586,-12.614,4.489,783
300,3872,20.1,-13.1,4.736,758.857
310,3968,20.643,-12.5,5.338,745.286
320,4061,20.429,-11.886,5.38,743.143
330,4152,20.857,-14.4,4.868,661.571
340,4240,20.857,-13.729,5.015,712
360,4410,20.329,-12.9,4.951,729.857
380,4575,20.486,-14.843,4.506,651.286
400,4738,20.986,-13.986,5.065,680.571
410,4819,21.243,-13.857,5.275,675.143
420,4901,20.457,-14.857,4.482,650.286
430,4984,20.9,-13.743,5.154,667
440,5067,20.6,-14.229,4.815,650.857
450,5152,20.614,-14.857,4.59,642.571
460,5239,22.029,-11.929,6.424,727
470,5328,21,-14.2,5.032,664.286
480,5419,20.829,-14.471,4.83,657.286
500,5610,20.886,-14.5,4.779,614
520,5815,21.329,-13.514,5.47,682.143
540,6037,21.271,-13.729,5.346,676.714
560,6278,20.2,-15.529,4.054,612
580,6541,20.343,-15.043,4.279,635.571
600,6829,20.343,-15.329,4.276,625.857
620,7144,20.971,-14.243,4.993,663
640,7490,21.757,-12.729,6.014,706.429
660,7868,21.886,-10.714,6.748,765.714
670,8071,21.343,-13.486,5.441,675.286
680,8282,21.171,-14.457,4.887,601
690,8504,19.729,-16.514,3.117,517.571
700,8735,19.786,-11.686,4.994,727.571
710,8975,19.286,-13.243,4.132,748.286
720,9221,19.043,-11.6,4.515,746.857
730,9472,18.229,-13.786,3.217,785.286
740,9726,18.414,-13.986,3.22,749.143
750,9982,18.414,-12.714,3.696,783.571
760,10241,18.343,-12.771,3.619,786.429
770,10501,18.557,-13.629,3.455,758.857
780,10763,18.257,-12.329,3.708,829.143
