depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
314.5,Carbon-14,112771,70,300,algal copropel,"Date of 300Â±70 (WIS-1268) on the Ambrosia-rise, which should date to AD 1850. Therefore, a -200 yr correction should be applied to all dates except the basal date on wood."
400,Carbon-14,112772,70,460,algal copropel,NA
935,Carbon-14,112773,80,2750,algal copropel,NA
1305,Carbon-14,112774,80,3820,algal copropel,NA
1570,Carbon-14,112775,70,6450,algal copropel,NA
1795,Carbon-14,112776,110,10530,algal copropel,NA
1877.5,Carbon-14,112777,110,11190,woody plant detritus,NA
