depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,96,16.314,-13.886,1.901,1288.571
10,574,16.614,-14.329,1.951,1235
20,1044,16.529,-14.257,1.919,1274.286
30,1506,16.186,-14.486,1.565,1278.143
40,1960,16.157,-14.057,1.806,1250.571
50,2407,17.029,-14.071,2.361,1185.714
60,2846,16.614,-14.329,1.951,1235
70,3278,17.157,-13.471,2.674,1167.143
80,3702,17.143,-13.943,2.427,1162.143
90,4118,17.029,-14.071,2.361,1185.714
100,4526,16.614,-14.329,1.951,1235
110,4927,17.443,-13.443,2.855,1155
126,5551,17.171,-13.957,2.47,1150.143
130,5705,17.443,-13.443,2.855,1155
140,6082,17.886,-12.943,3.363,1107.286
150,6452,17.971,-12.786,3.381,1095.857
160,6814,17.286,-13.957,2.483,1141.429
180,7515,17.971,-13.286,3.205,1018.286
200,8185,18.129,-12.671,3.41,1053.429
220,8825,17.8,-14.014,2.743,1050.429
230,9133,17.186,-13.314,2.577,1160.429
240,9434,16.771,-13.986,2.151,1196.286
250,9726,17.171,-14.586,2.115,1137
260,10012,17.014,-13.229,2.598,1211.857
265,10151,16.629,-13.771,2.033,1208.143
270,10289,16.7,-13.9,2.036,1227.286
275,10425,17.343,-13.057,2.945,1112.286
280,10559,17.314,-12.343,3.107,1130.714
285,10691,19.357,-12.3,4.519,793.286
290,10821,18.143,-13.071,3.381,967.857
295,10949,19.843,-12.514,4.729,768.286
300,11075,NA,NA,NA,NA
