depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
37,Carbon-14,110450,60,3745,NA,NA
97,Carbon-14,110451,75,5550,NA,NA
