depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
17.5,Carbon-14,109022,100,1570,Gyttja,NA
77.5,Carbon-14,109023,150,3080,Gyttja,NA
137.5,Carbon-14,109024,120,4760,Gyttja,NA
197.5,Carbon-14,109025,130,5170,Gyttja,NA
254.5,Carbon-14,109026,180,6320,Gyttja,NA
