depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
2,232,7.571,-8.314,-0.973,1015.143
6,673,10.686,-16.729,-3.758,766
10,1113,11.029,-17.171,-3.023,762.857
14,1554,7.757,-11.429,-2.577,921.143
18,1995,7.771,-7.357,-0.355,1141.714
22,2436,8.743,-13.871,-3.48,858.571
26,2877,7.357,-9.2,-1.593,992.429
30,3318,7.571,-8.314,-0.973,1015.143
34,3571,8.2,-17.043,-4.963,603.714
38,3825,7.614,-8.914,-1.305,981.429
42,4079,10.471,-13.886,-2.345,889
46,4333,7.771,-7.357,-0.355,1141.714
50,4586,7.8,-7.043,-0.175,1148.143
54,4840,7.571,-8.314,-0.973,1015.143
58,5094,7.771,-7.357,-0.355,1141.714
62,5347,7.971,-10.543,-1.957,943.857
66,5584,8.671,-15.743,-4.376,761.857
70,5770,10.714,-17.214,-3.999,774.571
74,5956,9.443,-19.071,-5.899,676.571
78,6142,9.229,-16,-4.333,773.286
82,6328,8.2,-9.271,-1.16,1076.857
86,6513,11.743,-14.457,-1.879,916
90,6699,8.743,-13.871,-3.48,858.571
94,6885,7.771,-7.357,-0.355,1141.714
98,7071,10.471,-13.657,-2.193,862.714
102,7257,7.771,-7.357,-0.355,1141.714
106,7442,7.586,-7.986,-0.79,1092.143
110,7628,7.543,-8.086,-0.875,1087.714
114,7814,7.586,-7.986,-0.79,1092.143
118,8021,7.786,-7.157,-0.268,1192.286
122,8234,7.757,-6.871,-0.133,1277.143
126,8448,7.571,-8.786,-1.237,950.714
130,8661,7.571,-7.814,-0.736,1143.286
134,8874,7.8,-5.986,0.381,1416.286
138,9088,7.686,-6.9,-0.164,1284.571
142,9301,7.686,-6.143,0.233,1421.714
146,9515,7.757,-7.057,-0.205,1219.286
150,9728,7.8,-5.986,0.381,1416.286
154,9791,7.457,-8.729,-1.281,1011.571
158,9854,7.757,-7.057,-0.205,1219.286
162,9917,7.614,-8.686,-1.152,955.143
166,9980,7.614,-8.686,-1.152,955.143
170,10043,7.843,-7.414,-0.355,1088.143
174,10106,6.743,-9.571,-2.101,909
178,10391,6.529,-10.829,-2.883,768.714
182,10749,6.814,-9.443,-1.925,1031.286
186,11107,NA,NA,NA,NA
190,11466,NA,NA,NA,NA
194,11824,NA,NA,NA,NA
198,12182,NA,NA,NA,NA
