depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
1,59,10.514,-24.014,-5.511,655
2,153,10.3,-23.957,-5.518,644.429
3.5,294,10.8,-24.029,-5.425,680.143
5,435,10.829,-24.071,-5.424,676.429
8.5,763,11.186,-24.114,-5.354,689.429
11,998,11.229,-24.071,-5.37,700.571
12.5,1139,10.929,-24.029,-5.385,674.857
15,1374,11.114,-23.943,-5.183,687.143
16,1467,11.186,-24.114,-5.354,689.429
20,1843,11.157,-24.1,-5.454,696.714
23,2125,11.214,-24.157,-5.388,692.857
25,2312,11.286,-24.1,-5.29,696.714
27,2500,11.286,-24.1,-5.29,696.714
29.5,2735,11.657,-23.986,-5.311,737.714
35,3251,11.529,-24,-5.282,723.857
40,3720,11.329,-24.029,-5.295,710.143
45,3875,12.043,-24.857,-5.594,656.571
50,3951,11.243,-24.157,-5.332,700.429
55,4027,11.729,-23.971,-5.289,738.571
60,4103,11.114,-24.129,-5.512,691.857
65,4179,12.286,-25.243,-5.934,610.286
70,4255,11.257,-23.4,-5.412,741.429
75,4336,10.843,-24.1,-5.474,672.857
80,4470,11.343,-23.757,-5.421,731.429
85,4604,11.443,-22.5,-5.318,799
90,4738,11.343,-22.629,-4.935,803
95,4872,11.843,-24.9,-5.749,641.571
100,5006,11.2,-24.129,-5.476,697.857
105,5140,11.243,-23.771,-5.485,724.143
110,5274,11.457,-22.814,-5.295,794.571
120,5542,12,-24.843,-5.725,656.571
125,5676,11.343,-23.757,-5.421,731.429
130,5790,10.557,-23.343,-5.681,701.714
135,5903,11.929,-24.929,-6.126,594
140,6017,11.743,-23.514,-5.221,762
145,6131,11.657,-23.986,-5.311,737.714
150,6245,11.571,-23.971,-5.251,720.857
155,6359,11.029,-24.143,-5.457,681.571
