depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
45,Carbon-14,110273,80,890,Tourbe,NA
95,Carbon-14,110274,90,2770,Tourbe,NA
195,Carbon-14,110275,95,4570,Tourbe,NA
280,Carbon-14,110276,95,4730,Tourbe,NA
