depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
8.5,Carbon-14,109746,200,1640,gyttja,NA
225,Carbon-14,109747,230,2060,gyttja,NA
282.5,Carbon-14,109748,260,3790,gyttja,NA
332.5,Carbon-14,109749,220,3250,gyttja,NA
387.5,Carbon-14,109750,230,3850,gyttja,NA
447.5,Carbon-14,109751,260,5400,gyttja,NA
560,Carbon-14,109752,400,10600,marly gyttja,NA
657.5,Carbon-14,109753,400,11500,marly gyttja,NA
216,Carbon-14,109754,50,150,wood,NA
