depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
5,1,20.814,-6.971,7.479,911.857
20,29,21.1,-7.086,7.592,843.857
40,67,21.043,-6.7,7.699,844.143
56,97,20.886,-7.143,7.444,973.714
60,376,20.443,-7.386,7.126,929.714
94,1106,20.5,-7.757,7.023,992.143
154,1718,20.929,-7.014,7.558,929
194,2125,20.414,-11.343,5.496,774.286
214,2329,21.1,-8.586,7.018,842.571
254,2736,21.086,-8.714,6.968,824
294,3144,20.614,-7.586,7.161,941.286
314,3348,21.214,-6.743,7.879,915
334,3567,21.114,-6.029,8.08,977.143
374,4006,21.943,-5.743,8.745,940.286
394,4226,21.7,-5.986,8.464,859.857
414,4446,21.5,-7.514,7.736,883.143
434,4666,21.814,-5.343,8.792,969.286
454,4886,20.929,-7.171,7.454,858.714
474,5106,21.071,-6.329,7.924,926.429
484,5216,22.057,-5.3,9.008,907.857
494,5326,22.371,-4.586,9.533,946.571
504,5436,21.871,-5.714,8.742,903.857
514,5546,21.886,-6.229,8.51,840.143
523,5737,21.671,-7.329,7.913,854.143
534,6366,21.8,-6.429,8.44,881.571
540,6709,22,-7.529,8.094,835.857
544,6938,21.986,-7.486,8.081,825.143
550,7296,22.114,-6.586,8.481,834.857
554,7587,22.343,-5.486,9.206,908.714
557,7805,21.843,-6.214,8.539,877.429
559,7950,22.014,-6.243,8.596,854.857
564,8313,21.7,-7.757,7.774,827
569,8676,21.686,-8.357,7.556,840.143
574,9040,21.871,-7.471,8.037,850.857
579,9403,21.343,-9.457,6.854,804.714
584,9766,20.614,-10.786,5.84,777.143
589,10129,21.114,-9.386,6.735,824.857
594,10492,20.914,-10.857,6.042,807.286
599,10856,20.843,-10.271,6.179,782.143
604,11028,NA,NA,NA,NA
609,11200,NA,NA,NA,NA
614,11372,NA,NA,NA,NA
623,11730,NA,NA,NA,NA
634,12166,NA,NA,NA,NA
641,12444,NA,NA,NA,NA
648,12722,NA,NA,NA,NA
654,12960,NA,NA,NA,NA
674,13753,NA,NA,NA,NA
