depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,0,8.757,-17.014,-5.365,536.571
4,471.1,8.729,-19.143,-6.427,541.429
8,942.3,7.8,-7.043,-0.175,1148.143
10,1177.9,8.143,-12.843,-3.217,874.714
12,1413.4,7.5,-9.843,-1.765,1082.714
16,1891.3,7.914,-9.986,-1.66,1019.571
20,2416.3,7.529,-10.229,-1.939,1022
24,2941.2,8.271,-9.971,-1.698,1024.286
28,4518.6,8.286,-10.271,-1.848,946.714
32,5837.8,8.286,-10.271,-1.848,946.714
36,5674.1,8.271,-10.357,-1.806,946.429
40,5510.4,16.957,-14.957,1.261,838.857
44,5346.8,8.286,-10.271,-1.848,946.714
48,5183.1,8.286,-10.271,-1.848,946.714
52,5019.4,8.286,-10.271,-1.848,946.714
56,4907,8.286,-10.271,-1.848,946.714
58,5030,7.8,-7.043,-0.175,1148.143
60,5153.1,8.286,-10.271,-1.848,946.714
64,5399.1,8.271,-9.971,-1.698,1024.286
68,5645.2,8.743,-13.286,-3.329,822.571
72,5891.3,8.071,-10.929,-2.315,897.714
76,6137.4,8.743,-13.286,-3.329,822.571
80,6383.5,8.286,-10.271,-1.848,946.714
84,6723.3,7.914,-9.986,-1.66,1019.571
88,7076.6,8.771,-13.543,-3.45,850
92,7429.8,7.8,-7.043,-0.175,1148.143
96,7783,7.8,-7.043,-0.175,1148.143
100,8136.3,7.8,-7.043,-0.175,1148.143
104,8489.5,7.6,-8,-0.793,1021.571
106,8749.5,7.6,-8,-0.793,1021.571
108,9259.6,8.271,-10.357,-1.806,946.429
112,10279.7,7.8,-7.043,-0.175,1148.143
116,11299.9,NA,NA,NA,NA
120,12074.2,NA,NA,NA,NA
124,12602.7,NA,NA,NA,NA
128,13131.2,NA,NA,NA,NA
132,13084.7,NA,NA,NA,NA
136,12080.1,NA,NA,NA,NA
140,11075.4,NA,NA,NA,NA
144,10494.4,NA,NA,NA,NA
148,11184.3,NA,NA,NA,NA
152,11874.3,NA,NA,NA,NA
156,12487.4,NA,NA,NA,NA
160,12563,NA,NA,NA,NA
164,12638.6,NA,NA,NA,NA
168,12714.2,NA,NA,NA,NA
172,12789.7,NA,NA,NA,NA
176,12865.3,NA,NA,NA,NA
180,12940.9,NA,NA,NA,NA
184,13052.2,NA,NA,NA,NA
188,13168.7,NA,NA,NA,NA
192,13285.1,NA,NA,NA,NA
196,13401.5,NA,NA,NA,NA
200,13518,NA,NA,NA,NA
204,13634.4,NA,NA,NA,NA
208,13771.5,NA,NA,NA,NA
212,13921,NA,NA,NA,NA
216,14070.5,NA,NA,NA,NA
220,14220,NA,NA,NA,NA
224,14369.5,NA,NA,NA,NA
228,14519,NA,NA,NA,NA
232,14596.2,NA,NA,NA,NA
236,14553,NA,NA,NA,NA
240,14509.8,NA,NA,NA,NA
244,14466.6,NA,NA,NA,NA
248,14423.4,NA,NA,NA,NA
252,14380.2,NA,NA,NA,NA
256,14397.6,NA,NA,NA,NA
260,14838.6,NA,NA,NA,NA
261,14948.8,NA,NA,NA,NA
262,15059.1,NA,NA,NA,NA
264,15279.6,NA,NA,NA,NA
266,15616,NA,NA,NA,NA
268,16300.4,NA,NA,NA,NA
270,16984.8,NA,NA,NA,NA
272,17669.2,NA,NA,NA,NA
274,18353.5,NA,NA,NA,NA
276,19085.4,NA,NA,NA,NA
278,19960,NA,NA,NA,NA
280,20834.6,NA,NA,NA,NA
282,20949.7,NA,NA,NA,NA
284,20811.6,NA,NA,NA,NA
286,20673.5,NA,NA,NA,NA
288,20535.4,NA,NA,NA,NA
290,20397.3,NA,NA,NA,NA
292,20259.2,NA,NA,NA,NA
294,20121.1,NA,NA,NA,NA
296,20213.2,NA,NA,NA,NA
298,20995.7,NA,NA,NA,NA
300,21778.2,NA,NA,NA,NA
302,22560.7,NA,NA,NA,NA
304,23343.2,NA,NA,NA,NA
306,23930.1,NA,NA,NA,NA
308,23930.1,NA,NA,NA,NA
309,23930.1,NA,NA,NA,NA
310,23930.1,NA,NA,NA,NA
312,23930.1,NA,NA,NA,NA
314,23930.1,NA,NA,NA,NA
316,23930.1,NA,NA,NA,NA
318,23930.1,NA,NA,NA,NA
320,23930.1,NA,NA,NA,NA
322,24666.2,NA,NA,NA,NA
323,25157,NA,NA,NA,NA
326,26629.3,NA,NA,NA,NA
328,27610.8,NA,NA,NA,NA
330,28592.3,NA,NA,NA,NA
332,29573.8,NA,NA,NA,NA
334,30555.3,NA,NA,NA,NA
336,31536.8,NA,NA,NA,NA
338,32518.3,NA,NA,NA,NA
340,33499.8,NA,NA,NA,NA
342,34481.4,NA,NA,NA,NA
344,35462.9,NA,NA,NA,NA
346,36444.4,NA,NA,NA,NA
348,37425.9,NA,NA,NA,NA
350,38407.4,NA,NA,NA,NA
352,39388.9,NA,NA,NA,NA
354,40370.4,NA,NA,NA,NA
356,41352,NA,NA,NA,NA
358,42333.5,NA,NA,NA,NA
360,43315,NA,NA,NA,NA
362,44296.5,NA,NA,NA,NA
364,45278,NA,NA,NA,NA
366,46259.5,NA,NA,NA,NA
368,47241,NA,NA,NA,NA
370,48222.5,NA,NA,NA,NA
372,49204.1,NA,NA,NA,NA
374,50185.6,NA,NA,NA,NA
378,52148.6,NA,NA,NA,NA
383,54602.4,NA,NA,NA,NA
388,57056.2,NA,NA,NA,NA
393,59509.9,NA,NA,NA,NA
398,61963.7,NA,NA,NA,NA
