depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,0,22.157,-10.8,6.961,779.286
11,164,21.886,-10.929,6.79,776.714
31,1373,22.443,-8.614,8.045,834
41,1977,21.843,-10.957,6.761,779.857
51,2581,21.329,-11.457,6.275,748.429
58,3004,21.629,-11.229,6.531,746.714
65,3427,21.814,-10.814,6.785,763.429
79,4274,21.814,-9.529,7.156,802.857
86,4697,22.786,-9.857,7.711,791.429
93,4927,22.1,-10.171,7.145,780
104,5238,22.143,-10.929,6.91,778.143
127,5889,22.543,-10.529,7.313,763.286
139,6229,22.543,-10.529,7.313,763.286
147,6455,23.257,-8.786,8.469,827.571
155,6681,22.5,-10.5,7.35,774.857
163,6908,22.786,-9.471,7.854,807.143
171,7134,22.357,-10.629,7.145,794.714
179,7361,22.5,-10.5,7.35,774.857
187,7587,21.886,-10.871,6.775,760.714
195,7813,22.529,-9.386,7.669,752.429
201,7983,22.143,-10,7.176,750.714
207,8153,21.657,-11.186,6.48,748.143
213,8435,22.171,-11.514,6.627,683.857
220,8765,21.286,-11.014,6.393,735.714
228,9142,22.643,-10.443,7.386,720
236,9518,22.1,-10.514,6.948,724.143
243,9848,22.143,-10,7.176,750.714
250,10177,22.543,-10.529,7.313,763.286
256,10460,21.371,-11.714,6.06,703
262,10741,20.171,-14.386,4.295,659.714
266,10929,11.971,-22.9,-4.97,757.143
271,11072,NA,NA,NA,NA
276,11215,NA,NA,NA,NA
281,11359,NA,NA,NA,NA
296,11789,NA,NA,NA,NA
299,11875,NA,NA,NA,NA
301,11932,NA,NA,NA,NA
307,12104,NA,NA,NA,NA
