depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
22.5,Carbon-14,110762,80,1630,dark brown humus-rich gyttja,NA
47.5,Carbon-14,110763,130,2570,dark brown humus-rich gyttja,NA
74.5,Carbon-14,110764,90,3840,dark brown humus-rich gyttja,NA
107.5,Carbon-14,110765,120,5110,dark brown humus-rich gyttja,NA
140,Carbon-14,110766,80,6870,dark brown humus-rich gyttja,NA
172.5,Carbon-14,110767,170,9640,silty gyttja,NA
