depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
745,Carbon-14,109672,70,2440,bulk sediment,NA
846,Carbon-14,109673,80,3290,bulk sediment,NA
946,Carbon-14,109674,80,4250,bulk sediment,NA
1026,Carbon-14,109675,80,4500,bulk sediment,NA
1098,Carbon-14,109676,80,4990,bulk sediment,NA
1135,Carbon-14,109677,110,6030,bulk sediment,NA
