depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
257,Carbon-14,108903,410,6330,organic silt,NA
424.5,Carbon-14,108904,120,9280,organic silt,NA
505,Carbon-14,108905,110,9040,organic silt,NA
627.5,Carbon-14,108906,200,10570,organic silt,NA
