depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
40,Carbon-14,112598,60,2270,gyttja,NA
75,Carbon-14,112599,120,4080,gyttja,NA
100,Carbon-14,112600,90,4340,gyttja,NA
142,Carbon-14,112601,120,7010,gyttja,NA
