depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
152,28,18.871,-14.929,3.299,737
156,44,18.814,-14.757,3.333,740
166,84,18.586,-14.5,3.219,772.714
186,252,19.157,-14.3,3.686,741.143
207,453,18.814,-14.757,3.333,740
221,586,19.043,-14.143,3.649,753.429
235,720,18.429,-14.286,3.126,854.429
245,815,18.929,-13.814,3.698,762.714
250,863,19.457,-14.271,3.89,728.286
260,958,19.443,-13.186,4.205,793.714
280,1148,18.9,-15.1,3.213,733.571
300,1339,19.229,-13.929,3.839,749.714
320,1530,19.471,-13.686,4.081,744.429
345,1768,19.414,-13.7,4.033,746.857
360,1911,18.971,-14.157,3.59,754
382,2121,19.2,-13.957,3.806,748.714
400,2292,19.414,-13.7,4.033,746.857
410,2388,19.129,-13.129,4.115,751.571
417,2454,18.957,-14.643,3.383,785.286
427,2550,19.114,-14.729,3.538,727.143
440,2674,19.643,-13.457,4.264,741.286
450,2769,19.643,-13.457,4.264,741.286
465,3032,19.857,-12.757,4.7,762.143
480,3320,19.329,-13.957,3.955,745.286
495,3607,19.914,-11.814,5.115,780.429
505,3799,19.857,-11.914,5.039,767
520,4086,19.314,-13.529,4.064,747.429
526,4201,20.071,-13.571,4.554,729.571
531,4297,19.814,-12.314,4.767,765.571
536,4393,20.329,-12.786,4.988,745.857
540,4469,19.886,-12.871,4.646,748.857
550,4661,20.229,-13,4.836,734.571
560,4852,20.071,-13.1,4.694,734.143
570,5044,19.886,-12.757,4.679,744.857
590,5427,20.043,-12.186,4.974,765
600,5631,20.5,-12.329,5.244,762.429
605,5752,20.571,-11.671,5.507,777.857
610,5873,20.714,-11.971,5.521,779
615,5994,20.557,-12.429,5.27,761.857
620,6115,20.514,-11.7,5.451,777.143
625,6236,20.714,-11.943,5.554,770.429
650,6841,20.557,-12.429,5.27,761.857
660,7083,20.257,-12.529,5.004,746.429
665,7204,20.329,-12.871,4.967,748.571
675,7446,20.643,-12.657,5.257,755.571
690,7809,20.514,-12.3,5.296,759.571
705,8172,20.786,-11.329,5.793,791.429
715,8414,21,-12.486,5.53,738.857
725,8656,21.043,-13.543,5.262,691.714
735,8898,21.043,-13.543,5.262,691.714
737,8946,21.143,-12.629,5.589,739.286
740,9019,21.043,-12.857,5.504,721.714
750,9261,21.9,-11.929,6.368,750.714
765,9624,19.814,-15.6,3.652,621.143
770,9745,20.657,-14.114,4.824,686.571
775,9866,20.229,-14.343,4.52,683.143
785,10108,20.114,-14.786,4.263,674.857
786.5,10144,20.2,-14.229,4.474,702.286
788,10180,19.986,-13.857,4.427,724.714
790,10229,19.914,-14.8,4.108,680.857
791.5,10265,19.514,-14.071,4.068,735.286
793,10301,19.771,-13.586,4.373,750.571
795,10331,17.729,-14.914,2.518,794.143
805,10482,18.6,-15.129,3.008,746.429
820,10708,18.986,-15.229,3.239,732.429
830,10859,18.343,-15.743,2.593,745
835,10934,17.971,-15.643,2.343,732.571
840,11009,NA,NA,NA,NA
842,11039,NA,NA,NA,NA
845,11084,NA,NA,NA,NA
847,11115,NA,NA,NA,NA
850,11160,NA,NA,NA,NA
865,11386,NA,NA,NA,NA
875,11536,NA,NA,NA,NA
885,11687,NA,NA,NA,NA
895,11841,NA,NA,NA,NA
905,12008,NA,NA,NA,NA
915,12175,NA,NA,NA,NA
925,12341,NA,NA,NA,NA
935,12508,NA,NA,NA,NA
945,12674,NA,NA,NA,NA
955,12841,NA,NA,NA,NA
