depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,0,7.714,-14.986,-4.329,839.714
5,426.8,7.5,-15.871,-4.949,817
15,1280.5,7.386,-16.786,-5.494,685.286
20,1707.3,8.086,-15.657,-4.519,741.857
30,2561,7.557,-12.743,-3.226,904
40,3414.6,7.714,-14.986,-4.329,839.714
55,4695.1,7.943,-17.471,-5.361,832.857
65,5548.8,7.786,-14.714,-4.162,952.429
80,6829.3,8.157,-17.943,-5.694,682.714
90,7352.7,8.343,-14.3,-3.739,951.714
105,7642.3,8.543,-15.357,-4.207,747.714
115,7835.4,8.543,-15.357,-4.207,747.714
125,8028.5,8.343,-14.3,-3.739,951.714
135,8221.6,8.086,-15.657,-4.519,741.857
145,8414.7,8.271,-12.014,-2.564,1010.857
155,8607.8,8.786,-18.914,-6.013,659.571
160,8663,8.429,-12.414,-2.723,876.286
165,8718.2,8.271,-12.014,-2.564,1010.857
170,8773.3,8.429,-12.414,-2.723,876.286
175,8828.5,8.157,-15.6,-4.487,750.143
180,8883.7,8.543,-15.357,-4.207,747.714
190,8994,8.086,-15.657,-4.519,741.857
200,9104.3,8.086,-15.657,-4.519,741.857
210,9214.7,8.271,-12.014,-2.564,1010.857
230,9435.3,8.543,-15.357,-4.207,747.714
255,9711.1,8.043,-8.871,-1.001,1211.429
280,9987,7.757,-12.571,-3.044,954.857
305,10262.8,8.014,-8.386,-0.707,1137.714
330,10538.6,8.043,-8.871,-1.001,1211.429
355,10814.5,8.1,-8.1,-0.525,1243.143
380,11090.3,NA,NA,NA,NA
405,11366.1,NA,NA,NA,NA
425,11586.8,NA,NA,NA,NA
455,11917.8,NA,NA,NA,NA
480,12193.6,NA,NA,NA,NA
505,12469.4,NA,NA,NA,NA
530,12745.3,NA,NA,NA,NA
555,13021.1,NA,NA,NA,NA
605,13572.8,NA,NA,NA,NA
625,13793.4,NA,NA,NA,NA
650,14069.3,NA,NA,NA,NA
680,14400.3,NA,NA,NA,NA
700,14620.9,NA,NA,NA,NA
730,14951.9,NA,NA,NA,NA
775,15448.4,NA,NA,NA,NA
800,15724.2,NA,NA,NA,NA
825,16000.1,NA,NA,NA,NA
850,16275.9,NA,NA,NA,NA
875,16551.7,NA,NA,NA,NA
900,16827.6,NA,NA,NA,NA
