depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
30,Carbon-14,110419,70,3110,dark brown humus-rich gyttja,NA
65,Carbon-14,110420,80,4820,dark brown humus-rich gyttja,NA
115,Carbon-14,110421,80,7040,dark brown humus-rich gyttja,NA
150,Carbon-14,110422,150,8680,greenish brown gyttja,NA
175,Carbon-14,110423,130,9000,silty gyttja,NA
198.5,Carbon-14,110424,140,10400,silty gyttja,NA
