depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
65,Carbon-14,109508,95,4035,"gyttja, silt",NA
135,Carbon-14,109509,110,6150,"gyttja, silt",NA
205,Carbon-14,109510,120,7220,calcareous sand,NA
