OriginalDateID (),TopDepthofDate (cm),BottomDepthofDate (cm),DateType (),DateBP (),Uncertaintyplus (),Uncertaintyminus (),IncludeYN (),AdditionalNotes ()
NA,NA,NA,Core top,NA,NA,NA,Y,NA
TUa-1332A,64,64,C14 Uncalibrated,3115,55,55,Y,bulk sediment sample
TUa-1333A,106,106,C14 Uncalibrated,4020,70,70,Y,bulk sediment sample
TUa-1334A,146,146,C14 Uncalibrated,5260,75,75,Y,bulk sediment sample
TUa-1335A,182,182,C14 Uncalibrated,6265,95,95,Y,bulk sediment sample
TUa-1336A,212,212,C14 Uncalibrated,7245,80,80,Y,bulk sediment sample
TUa-1337A,220,220,C14 Uncalibrated,7980,90,90,Y,bulk sediment sample
