depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
67,2206,19.671,-10.086,5.487,838.571
70,2305,19.471,-11.057,4.975,793.571
75,2470,19.286,-11.914,4.581,799.714
80,2634,19.486,-11.657,4.805,795.857
85,2799,19.486,-11.657,4.805,795.857
90,2964,19.486,-11.657,4.805,795.857
95,3090,19.357,-11.571,4.713,783.286
100,3192,19.457,-10.829,5.071,810.429
105,3293,18.614,-12.886,3.813,808.714
110,3394,18.714,-13.186,3.799,801.857
115,3496,18.543,-13.286,3.646,801.143
120,3597,18.543,-13.286,3.646,801.143
125,3698,18.957,-12.529,4.183,832.571
130,3852,18.586,-12.686,3.895,822.429
135,4213,18.543,-13.286,3.646,801.143
140,4575,18.786,-12.786,3.965,809.429
145,4937,18.486,-13.457,3.552,805.286
150,5298,18.543,-13.286,3.646,801.143
155,5660,18.5,-13.171,3.676,813.714
159,5903,18.543,-13.286,3.646,801.143
167,6298,18.486,-13.3,3.635,817.286
170,6446,18.714,-12.386,4.14,876.571
175,6692,18.786,-13.043,3.888,795.571
180,6939,18.543,-13.286,3.646,801.143
185,7186,18.5,-13.171,3.676,813.714
190,7432,19.114,-11.529,4.689,846.143
195,7719,18.657,-13.671,3.593,816.714
200,8169,19.043,-14.757,3.431,754
205,8619,18.614,-14.8,3.111,773.429
210,9069,18.4,-16.214,2.356,739.571
215,9519,18.286,-14.057,3.267,791.857
220,9969,18.657,-17.943,1.824,685.714
225,10419,18.014,-19.829,0.481,651.571
