depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
2,47,21,-6.729,7.755,956.857
7,165,14.471,-12.529,1.382,954.857
12,283,15.571,-19.071,-1.51,657.143
17,402,20.129,-11.514,5.226,808.143
22,520,19.671,-10.829,5.175,801.857
27,638,19.929,-11.186,5.185,781
32,756,19.786,-11.329,5.046,780.143
37,874,19.957,-11.686,5.049,778.429
42,992,19.857,-12,4.87,784.286
47,1110,19.743,-11.357,5.008,780
52,1228,19.743,-11.357,5.008,780
57,1346,19.729,-11.443,4.965,782.286
62,1465,19.829,-11.243,5.102,779.286
67,1583,19.914,-11.786,4.982,779.714
72,1701,19.914,-11.843,4.961,780.857
77,1819,19.871,-11.943,4.902,782.714
82,1937,19.7,-11.557,4.9,784.857
87,2055,19.914,-11.786,4.982,779.714
92,2173,19.7,-11.557,4.9,784.857
97,2291,19.557,-10.686,5.169,799.714
102,2409,19.886,-11.914,4.92,782.714
107,2528,19.914,-11.771,4.992,780.286
112,2603,19.914,-11.786,4.982,779.714
117,2674,20,-10.9,5.405,833.143
122,2744,19.757,-11.343,5.017,781.714
127,2815,19.886,-11.9,4.925,783
132,2885,19.886,-11.9,4.925,783
137,2956,19.914,-11.771,4.992,780.286
142,3027,19.971,-11.786,5.021,811.857
147,3097,19.914,-11.786,4.987,781.143
152,3168,19.971,-11.786,5.021,811.857
157,3239,19.971,-11.786,5.021,811.857
162,3309,19.914,-11.771,4.992,780.286
167,3380,19.9,-11.857,4.949,781.429
172,3451,19.786,-11.686,4.992,860.143
177,3521,19.8,-11.7,4.994,859.714
182,3584,19.914,-11.929,4.982,799
187,3646,19.757,-11.814,4.968,846.571
192,3708,19.986,-11.686,5.111,794.857
202,3832,19.929,-11.8,5.031,765.857
207,3894,19.271,-10.143,5.057,788.857
212,3956,19.9,-12.1,4.964,808.286
217,4018,20.071,-12.1,5.006,759
222,4080,20,-11.029,5.288,807.429
227,4142,19.386,-11.571,4.705,820.143
232,4204,20.171,-12.029,5.096,757.143
237,4266,19.857,-11.257,5.165,801.571
242,4328,19.914,-11.214,5.217,801.429
