depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
547,-5,11.171,-20.8,-4.408,901.857
555,97,11.671,-20.557,-4.06,889
605,737,12.071,-21.386,-4.138,885.714
629,1044,11.529,-18.614,-3.052,991.857
630,1057,12.014,-24.714,-5.637,658.429
650,1313,11.971,-20.457,-3.76,926.143
690,1825,11.643,-17.371,-2.421,997.714
730,2337,11.643,-17.686,-2.555,1004.286
780,2876,12.014,-17.571,-2.243,1025
800,3074,11.114,-14.5,-1.224,1078
830,3371,12.029,-17.557,-2.264,1063.571
860,3704,11.271,-21.786,-4.882,858.286
880,3953,11.829,-15.857,-1.524,1082
900,4203,11.329,-14.7,-1.237,1090.429
930,4576,12.629,-17.257,-1.819,1028
950,4794,11.214,-16.243,-2.074,1061.857
990,4979,11.2,-14.743,-1.311,1104.714
1020,5118,12.271,-16.943,-1.835,1071.571
1050,5346,11.686,-15.486,-1.439,1070.143
1070,5513,11.171,-15.686,-1.831,1039.857
1080,5597,11.514,-16.9,-2.337,1002.857
1090,5680,11.429,-14.957,-1.307,1086.143
1100,5809,11.586,-20.929,-4.383,890.857
1103,5903,13.857,-19.571,-2.843,902.429
1111,6152,13.314,-20.657,-3.465,785.143
1115,6276,11.614,-23.114,-5.079,677.429
1125,6587,10.971,-23.486,-5.437,598.571
1132,6805,9.686,-23.171,-6.061,633.429
