depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,-37,12.186,-16.686,-3,540
5,46,16.043,-12.014,2.127,959.857
10,129,14.286,-13.971,-0.248,745.714
15,212,15.429,-14.543,0.636,846.857
20,295,14.614,-12.957,0.735,850.286
25,378,15.429,-15.357,0.476,859.714
30,461,11.529,-17.757,-3.777,541.857
35,544,14.129,-15.986,-1.102,709.286
40,627,9.129,-20.357,-6.032,480.857
45,772,15.171,-14.029,0.662,805.857
50,944,17.171,-10.529,3.755,1095
60,1287,17.114,-9.514,4.074,970.143
70,1630,16.929,-11.1,3.37,1078.571
80,1973,17.114,-9.514,4.074,970.143
90,2316,15.586,-13.343,1.331,896.143
100,2660,14.571,-11.271,1.126,700.571
110,2922,9.829,-21.057,-6.624,283
120,3118,21.386,4.4,12.932,1157.571
130,3314,17.114,-9.514,4.074,970.143
140,3510,18.543,-6.257,6.2,969.857
150,3706,17.386,-6.929,4.849,890
160,3902,19.671,-1.686,9.317,1174.714
170,4098,19.029,1.014,9.79,1099
180,4294,22.343,4.029,13.53,1206.714
190,4490,22.814,6.729,15.19,1246
200,4686,24.029,9.857,17.125,1316.143
210,4882,22.343,4.029,13.53,1206.714
220,5055,24.029,9.857,17.125,1316.143
230,5219,18.329,-1.543,8.071,922.571
240,5383,24.957,12.529,19.007,1373.714
250,5548,24.871,10.543,17.927,1267.571
260,5712,20.486,-2.014,9.693,1152.286
270,5877,11.486,-15.157,-1.412,704.571
280,6041,24.029,9.857,17.125,1316.143
290,6206,24.029,9.857,17.125,1316.143
300,6370,24.029,9.857,17.125,1316.143
310,6534,24.871,10.543,17.927,1267.143
320,6699,26.743,15.829,21.671,1385.286
330,6863,12.271,-12.186,0.369,1036.714
340,7028,24.929,12.729,19.063,1385.429
350,7192,22.086,5.971,14.455,1199.714
360,7356,18.043,-0.5,8.506,1190.714
370,7521,5.629,-21.557,-8.673,463.286
380,7685,26.014,11.614,19.256,1286.857
390,7850,5.7,-23.329,-9.318,433.286
395,7932,24.871,10.543,17.927,1267.143
400,8014,12.243,-17.3,-2.806,463.857
405,8096,19.971,-0.143,10.104,941.143
410,8160,5.629,-25.3,-10.596,343.286
415,8206,22.514,7.171,14.958,1181.857
420,8251,22.543,7.214,14.979,1139.286
430,8343,10.957,-11.529,-1.114,872
440,8434,8.057,-18.757,-5.967,424
450,8525,25.157,10.386,18.117,1271.143
460,8616,8.257,-17.971,-5.56,536.571
470,8707,22.543,7.214,14.979,1139.286
480,8799,5.886,-25.2,-10.205,294.286
490,8890,4.571,-24.6,-10.458,365
500,8981,11.143,-15.471,-2.44,599.143
510,9072,8.429,-17.8,-5.115,514
520,9163,5.2,-24.629,-10.438,331.714
530,9255,5.157,-23.943,-10.049,323.714
540,9346,8.429,-17.857,-5.174,502.429
550,9437,4.9,-24.543,-10.675,302.143
560,9528,4.943,-24.057,-10.431,333.857
570,9620,4.971,-25,-10.976,278
580,9711,5.014,-24.871,-10.904,277.429
590,9802,4.9,-24.543,-10.675,302.143
600,9893,4.957,-24.529,-10.65,296.571
610,9998,5.414,-21.771,-8.962,506.286
620,10142,4.886,-24.371,-10.393,342.286
630,10286,6.086,-18.9,-7.085,931.143
640,10430,8.314,-16.914,-4.851,791.143
650,10574,9.329,-26.243,-8.908,362.571
660,10718,5.871,-17.914,-6.84,947.714
670,10862,4.357,-25.386,-11.127,369.143
680,11006,NA,NA,NA,NA
690,11150,NA,NA,NA,NA
705,11366,NA,NA,NA,NA
