depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
15,523,10,-24.9,-8.006,499.714
20,697,8.957,-22.943,-7.817,401.857
40,1394,14.343,-16.9,-0.962,1227.143
60,2090,15.143,-15.729,0.048,1089.571
80,2787,16.786,-13.186,2.313,1196.571
100,3431,16.057,-14.729,1.348,1304.143
120,3915,17.329,-12.3,3.181,1132.571
140,4398,16.971,-12.771,2.74,1219.714
160,4882,16.943,-12.786,2.665,1162.429
180,5366,16.629,-12.771,2.538,1155.286
200,5756,15.514,-16.4,-0.479,1010.571
220,5991,17.271,-12.357,2.97,1119.286
240,6225,16.2,-15.843,0.34,1026.571
260,6460,15.486,-17.357,-1.076,873.857
280,6695,16.986,-12.686,2.655,1165.857
300,6930,17.371,-12.586,2.936,1097.714
320,7165,16.943,-13.2,2.514,1145.143
340,7399,16.614,-14.114,1.871,1195.286
360,7634,15.429,-16.657,-0.293,1068
380,7869,14.871,-19.086,-2.133,957
400,8118,15.1,-18.529,-1.756,938
420,8410,17.014,-13.257,2.507,1155.714
440,8702,17.157,-11.429,3.32,1167
460,9210,16.557,-13.6,2.06,1203
480,9791,17.071,-14.357,2.032,1117.571
