depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
20,1643,18.914,-11.443,4.496,1114.429
40,3064,17.2,-12.414,3.124,1122
60,4046,18.943,-10.871,4.699,1100.429
80,4482,19.943,-11.486,5.101,851.714
100,4699,20.029,-10.9,5.373,903.857
120,4930,19.757,-11.586,4.954,815.857
140,5205,19.843,-10.871,5.293,870.714
160,5544,20.057,-11.243,5.283,865.714
165,5640,19.929,-10.586,5.49,921.143
170,5738,19.429,-10.429,5.268,949.429
175,5837,19.543,-10.729,5.23,872.571
180,5933,19.486,-11.786,4.75,849.143
190,6110,19.557,-10.929,5.09,967.429
200,6270,20.057,-10.757,5.511,805.286
210,6417,19.871,-11.286,5.155,875.714
220,6555,20.143,-11.571,5.221,809.143
240,6813,20.2,-11.4,5.311,806.429
260,7056,20.171,-11.514,5.245,808.286
280,7289,20.143,-12.057,5.068,787.286
