depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
52,Carbon-14,108345,130,3920,gyttja,NA
104,Carbon-14,108346,130,7840,gyttja,NA
138,Carbon-14,108347,160,9210,moss fragments,NA
