depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
45,Carbon-14,108860,130,2460,bulk sediment,NA
85,Carbon-14,108861,180,5790,bulk sediment,NA
125,Carbon-14,108862,200,8230,bulk sediment,NA
