year (AD),age (BP),temperature (degC)
1900,50,8
1690,260,8.1
1360,590,8.1
1100,850,7.7
750,1200,7.7
520,1430,8.3
140,1810,7.4
-120,2070,7.8
-490,2440,7.2
-870,2820,7.2
-1120,3070,6.8
-1740,3690,6.7
-1990,3940,7.2
-2400,4350,7
-2680,4630,8
-3090,5040,7.4
-3370,5320,7.3
-3850,5800,7.3
-4160,6110,8.1
-4640,6590,8.4
-4960,6910,8.5
-5440,7390,8.4
-5760,7710,8.3
-6240,8190,8.3
-6560,8510,7.9
-7040,8990,8.1
-7360,9310,8
-7840,9790,8.1
-8160,10110,8.1
