depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
100,5265,18.286,-14.343,2.943,814.429
110,5415.9,18.229,-14.743,2.881,814.429
120,5566.8,19.243,-13.929,3.896,747.429
130,5717.6,19.157,-13.6,3.86,814.714
140,5868.5,19.486,-13.586,4.121,785.286
150,6019.4,19.229,-13.686,3.865,802.714
160,6170.3,19,-13.729,3.698,816.571
170,6321.2,19,-13.386,3.789,812.857
175,6396.6,19.429,-12.943,4.3,789.714
195,6698.4,18.743,-13.429,3.638,785.714
200,6773.9,19.186,-13.243,4.015,798.286
210,6924.7,19.157,-13.6,3.86,814.714
220,7075.6,19.371,-12.6,4.361,785.714
230,7226.5,18.329,-12.929,3.482,814.143
240,7377.4,18.7,-12.843,3.799,790.571
250,7528.3,18.571,-15.529,2.724,752.857
260,7679.2,18.214,-14.7,2.861,793.571
265,7754.6,18.214,-15.957,2.342,774.714
270,7830.1,18.086,-16.243,2.263,751.857
290,8131.8,18.314,-15.129,2.758,794.429
300,8282.7,18.243,-16.157,2.321,763.286
310,8433.6,18.443,-17.143,1.983,735.286
320,8527.6,18.114,-18.614,1.138,708.571
330,8564.7,17.4,-19.671,0.258,707.286
340,8601.9,16.943,-18.771,0.315,790.714
350,8639,18.329,-18.486,1.348,678.857
360,8676.1,18.3,-16.243,2.221,759.714
370,8713.3,18.3,-18.486,1.323,679.571
380,8750.4,18.114,-18.614,1.138,708.571
400,8824.7,18.3,-17.3,1.89,710.429
410,8861.8,16.886,-19.5,-0.018,763.429
420,8898.9,16.271,-18.271,0.357,759.429
430,8936.1,18.286,-18.086,1.463,710.286
440,8973.2,18.329,-18.486,1.348,678.857
455,9028.9,14.871,-19.943,-1.324,855.857
460,9291.4,18.271,-16.686,2.049,724.714
470,9870.7,17.386,-18.314,0.944,699
480,10449.9,15.486,-19.843,-0.97,838.429
