depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
0,-30,19.386,-9.343,5.705,924.714
5,101,19.471,-9.771,5.595,953.857
10,232,19.671,-9.786,5.683,911.714
20,495,19.186,-10.2,5.262,945
40,734,19.043,-9.5,5.398,892.857
60,932,19.2,-8.943,5.757,924
80,1131,19.229,-9.271,5.62,944.429
100,1329,19.343,-9.186,5.724,940.429
120,1527,19.529,-10.271,5.388,931.286
140,1725,19.171,-9.8,5.363,932.714
160,1924,19.343,-9.214,5.71,927.857
180,2122,19.257,-9.257,5.642,942
200,2320,19.186,-9.414,5.539,931.571
220,2518,19.071,-9.471,5.43,946.714
240,2717,19.4,-9.357,5.676,947.286
260,2915,22.314,-0.086,11.651,1164.714
280,3113,19.486,-9.314,5.746,930.429
300,3312,19.286,-8.9,5.825,909.857
310,3411,7.786,-21.671,-7.855,708.429
320,3583,19.4,-8.871,5.921,906.143
340,3991,20.043,-9.729,5.926,855.429
360,4398,19.671,-9.514,5.804,869.857
380,4806,19.8,-9.971,5.683,866.714
400,5111,19.914,-10.357,5.585,845.714
422,5445,19.343,-9.629,5.524,936.429
430,5567,19.457,-9.086,5.819,924.143
440,5719,19.1,-9.829,5.274,906.286
460,6023,19.529,-10.986,5.092,857
480,6328,19.671,-10.3,5.445,837.429
500,6632,20.029,-11.643,5.118,789.857
521,6952,20.114,-11.471,5.232,787.429
540,7241,20.029,-10.5,5.524,802.286
550,7397,20.171,-10.8,5.505,778.429
560,7556,19.929,-11.057,5.256,790.143
580,7876,20.243,-11.043,5.488,773.857
590,8035,19.971,-11.343,5.305,801.429
600,8195,20.329,-11.5,5.38,770.429
621,8530,19.286,-12.657,4.276,798.286
640,8833,19.486,-12.443,4.505,792.143
660,9153,20.243,-11.7,5.246,772
680,9472,19.071,-12.486,4.19,798
700,9791,19.343,-11.1,4.818,779.857
721,10126,18.829,-12.014,4.196,771
740,10430,20.071,-11.257,5.282,752.714
760,10749,18.771,-12.857,3.867,791.429
780,11068,NA,NA,NA,NA
790,11168,NA,NA,NA,NA
800,11268,NA,NA,NA,NA
810,11369,NA,NA,NA,NA
820,11469,NA,NA,NA,NA
830,11569,NA,NA,NA,NA
840,11669,NA,NA,NA,NA
850,11769,NA,NA,NA,NA
855,11819,NA,NA,NA,NA
860,11869,NA,NA,NA,NA
864,11912,NA,NA,NA,NA
866,11935,NA,NA,NA,NA
869,11969,NA,NA,NA,NA
872,12004,NA,NA,NA,NA
875,12038,NA,NA,NA,NA
879,12084,NA,NA,NA,NA
881,12107,NA,NA,NA,NA
910,12438,NA,NA,NA,NA
913,12473,NA,NA,NA,NA
915,12495,NA,NA,NA,NA
920,12553,NA,NA,NA,NA
925,12610,NA,NA,NA,NA
931,12678,NA,NA,NA,NA
935,12724,NA,NA,NA,NA
