depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
17.5,Carbon-14,112527,110,775,loose fibrous organic debris,NA
42.5,Carbon-14,112528,110,1170,loose fibrous organic debris,NA
72.5,Carbon-14,112529,130,1780,loose fibrous organic debris,NA
192.5,Carbon-14,112530,120,5025,course gyttja,NA
232.5,Carbon-14,112531,130,6130,course gyttja,NA
272.5,Carbon-14,112532,130,7280,fine gyttja,NA
342.5,Carbon-14,112533,130,7750,fine gyttja,NA
432.5,Carbon-14,112534,200,11140,clay-gyttja,NA
