depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
41.5,Carbon-14,109562,50,710,twig,NA
104.5,Carbon-14,109563,80,2690,picea mariana needles and twig,NA
212.5,Carbon-14,109564,90,4320,bulk sediment,NA
407.5,Carbon-14,109565,140,7310,bulk sediment,NA
607.5,Carbon-14,109566,200,8880,bulk sediment,NA
707,Carbon-14,109567,170,9870,bulk sediment,NA
