depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
65,Carbon-14,110685,70,1310,NA,NA
190,Carbon-14,110686,70,3280,NA,NA
486,Carbon-14,110687,90,5840,NA,NA
830,Carbon-14,110688,90,8610,NA,NA
975,Carbon-14,110689,120,12970,NA,NA
