depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
1,2,17.671,-15.443,2.431,814.714
10,265,17.686,-14.114,2.77,854.571
20,557,17.429,-14.343,2.59,909.714
30,849,17.414,-14.8,2.413,908.429
40,1141,17.686,-12.814,3.174,877.571
50,1433,18.057,-15.071,2.568,798
60,1725,18.157,-12.729,3.469,827.286
70,2017,18.043,-15.571,2.435,786.286
80,2309,18.1,-14.686,2.808,783.857
90,2601,18.271,-14.271,3.077,770.714
100,2893,18.5,-14.429,3.158,788.429
110,3185,19.271,-12.857,4.208,801.857
120,3477,19.329,-13.329,4.086,802.857
130,3769,18.914,-12.514,4.058,818.143
140,4061,18.371,-12.814,3.654,880.286
150,4353,18.329,-12.814,3.644,877.571
160,4645,18.986,-13.129,4.002,855.714
170,4937,18.271,-12.771,3.558,880.143
180,5229,18.2,-13.429,3.279,868.571
190,5521,18.557,-14.714,3.127,758.286
195,5667,18.257,-14.643,2.911,784.857
200,5812,18.243,-16.157,2.321,763.286
205,6614,17.986,-15.814,2.364,771.143
210,7416,17.986,-15.814,2.364,771.143
215,8218,18.086,-16.243,2.263,751.857
220,8471,18.086,-16.243,2.263,751.857
225,8723,18.029,-16.457,2.15,744.143
230,8976,18.329,-18.486,1.348,678.857
235,9229,18.243,-16.229,2.194,761.286
240,9777,18.243,-16.229,2.194,761.286
245,10325,18.243,-17.486,1.721,726.857
