depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
1,-23,17.929,-14.4,2.846,864.143
10,30,17.929,-13.914,2.943,849.429
20,319,18.057,-14.214,2.9,852
30,838,18.4,-12.943,3.612,855.286
40,1356,18.171,-14.371,3.023,828.714
50,1875,17.943,-14.586,2.749,864.857
60,2393,17.986,-14.386,2.85,864.143
70,2912,17.957,-14.043,2.885,849.714
80,3430,18.029,-13.786,3.08,891
90,3949,18.071,-13.514,3.236,901
100,4467,18.071,-13.514,3.236,901
110,4960,18.371,-12.943,3.539,844.857
120,5428,18.843,-13.457,3.762,790.429
130,5895,18.3,-13.214,3.411,821
150,6830,18.386,-12.829,3.588,832.857
155,7064,18.571,-13.614,3.517,835.571
160,7297,18.586,-13.071,3.635,822.714
165,7531,18.686,-13.586,3.563,802.714
170,7765,18.257,-13.114,3.458,845
175,7998,18.129,-14.557,2.88,885.143
180,8232,17.829,-14.571,2.706,849.286
185,8466,18.471,-13.486,3.512,891.286
190,8699,17.4,-16.686,1.417,782.429
195,8933,17.657,-19.129,0.657,643.857
200,9167,16.886,-19.943,-0.298,622.714
205,9205,16.914,-20.914,-0.689,510.714
210,9244,17.2,-20.514,-0.289,566.714
215,9283,18.114,-17.129,1.885,651.143
220,9321,17.5,-20.571,-0.015,523.143
225,9360,19.671,-14.086,4.114,705.714
230,9399,16.871,-19.614,0.052,474.143
235,9437,16.886,-21.2,-0.695,501.571
240,9476,19.2,-17.386,2.537,558.857
