depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
394.5,Carbon-14,109758,80,1790,wood,NA
799,Carbon-14,109759,80,3248,wood,NA
1096,Carbon-14,109760,60,3880,wood,NA
