depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
83.5,Carbon-14,108432,360,3430,bulk sediment,NA
246.5,Carbon-14,108433,120,5700,bulk sediment,NA
375,Carbon-14,108434,130,7400,bulk sediment,NA
484.5,Carbon-14,108435,180,9250,bulk sediment,NA
496,Carbon-14,108436,395,10740,bulk sediment,NA
518,Carbon-14,108437,320,12650,bulk sediment,NA
536,Carbon-14,108438,260,11700,Populus twig,NA
