depth (cm),age (yr 14C BP),temperature (degC),temperature (degC),temperature (degC),precipitation (mm)
905,0,18.543,-10.743,4.69,1007.429
912,126,18.471,-11.629,4.217,1006.286
920,271,18.7,-11.014,4.664,923.857
928,418,18.443,-11.757,4.212,1010.571
936,566,18.7,-11.014,4.664,923.857
944,717,18.929,-9.886,5.252,959.286
952,869,18.714,-10.457,4.914,955
960,1022,18.871,-9.914,5.213,961
968,1177,19.257,-8.929,5.814,942
976,1334,18.771,-9.957,5.105,945.714
984,1493,19.029,-9.8,5.348,953.857
992,1653,19.129,-8.971,5.69,918.143
1000,1815,18.929,-9.886,5.252,959.286
1008,1979,18.9,-9.929,5.226,948.714
1016,2144,18.843,-10.471,4.962,930.143
1024,2311,18.7,-11.014,4.664,923.857
1032,2479,19.2,-9.471,5.556,921.714
1040,2650,18.8,-10.514,4.919,932.286
1056,2995,18.7,-10.257,4.949,917.571
1064,3171,18.914,-10.429,5.023,928.286
1072,3348,18.8,-10.514,4.919,932.286
1080,3526,18.971,-10.857,4.87,908.429
1088,3707,19.014,-9.843,5.33,944.714
1096,3889,18.7,-10.257,4.949,917.571
1105,4095,19.143,-10.729,5.026,901.143
1112,4258,19.086,-10.057,5.248,905.571
1120,4445,19.371,-9.886,5.479,887.429
1128,4633,19.014,-10.343,5.118,922.857
1136,4824,18.914,-10.429,5.023,928.286
1144,5016,19,-10.271,5.082,873.143
1152,5209,19.286,-10.843,5.027,863.857
1160,5405,19.414,-10.743,5.142,844.714
1168,5602,18.857,-10.957,4.774,901.857
1176,5801,19.7,-9.8,5.696,868.429
1184,6001,19.657,-11.2,5.076,828
1192,6203,20.129,-11.043,5.421,785
1196,6305,20.329,-10.471,5.774,788.143
1200,6407,19.829,-10.714,5.383,831.714
1204,6509,19.929,-11.229,5.235,787.714
1208,6612,20.171,-10.957,5.475,783.714
1212,6716,20.257,-10.471,5.731,787.714
1216,6819,20.143,-10.971,5.456,784.429
1220,6924,19.957,-11.186,5.269,787
1224,7028,19.957,-11.157,5.27,789.286
1229,7160,19.9,-11.243,5.213,787.429
1234,7292,20.186,-10.914,5.501,783.714
1237,7371,19.957,-11.186,5.269,787
1240,7451,20.186,-10.914,5.501,783.714
1252,7772,20.171,-10.914,5.496,783.571
1256,7880,19.343,-11.414,4.808,795.571
1260,7988,20.1,-10.671,5.565,790.571
1264,8097,19.9,-10.357,5.554,792.857
1268,8206,19.257,-11.086,4.899,805
1272,8316,18.557,-11.486,4.195,819.857
1276,8426,18.657,-13.071,3.649,817.429
1280,8536,18.386,-12.186,3.868,864.143
1284,8647,18.943,-11.171,4.66,815.143
1288,8759,18.9,-12.043,4.181,801.571
1292,8870,18.9,-11.457,4.51,800.143
1296,8982,19.686,-12.729,4.564,766.857
1304,9208,18.771,-11.671,4.298,811.143
1312,9435,18.886,-11.657,4.318,794.143
1320,9664,18.9,-12.043,4.181,801.571
1328,9895,18.671,-11.243,4.311,820.429
1336,10127,17.871,-13.571,3.046,911
1344,10361,18.043,-13.043,3.39,902.429
1360,10833,19.471,-11.029,5.013,841.286
