depth (cm),ageType (),labID (),age14Cuncertainty (yr 14C),age14C (yr 14C BP),measurementMaterial (),notes ()
17.5,Carbon-14,111298,60,3820,organic sediment,NA
47.5,Carbon-14,111299,60,5600,organic sediment,NA
62.5,Carbon-14,111300,60,6150,organic sediment,NA
102.5,Carbon-14,111301,70,7150,organic sediment,NA
105,Carbon-14,111302,80,7470,twig,NA
